PWGTP,AGEP,SOCP,WAGP,PUMA,STATE,
41,48,172070,125000,11108,06,
86,33,172051,103000,08301,06,
48,64,414010,68000,11102,06,
16,44,172051,80000,07901,06,
17,38,1191XX,86000,08301,06,
10,41,113071,80000,11107,06,
20,26,1191XX,25000,11102,06,
54,27,1191XX,30000,11103,06,
16,66,1191XX,50000,11107,06,
18,70,471011,65000,07901,06,
10,57,471011,54000,08301,06,
11,31,411011,0,11108,06,
13,51,1191XX,121000,11108,06,
13,58,411011,147000,11108,06,
19,51,1721YY,125000,08302,06,
43,32,1721YY,160000,07901,06,
34,61,411011,0,11107,06,
52,29,49904X,34000,11107,06,
16,64,1191XX,15000,11103,06,
18,29,414010,50000,11102,06,
16,51,172070,95000,11108,06,
17,18,253041,2000,11108,06,
20,52,1191XX,120000,08302,06,
29,63,1191XX,0,08303,06,
13,35,172051,105000,07902,06,
11,34,411011,42700,11107,06,
9,30,411011,35000,11107,06,
8,18,414010,10000,11109,06,
10,54,471011,0,11102,06,
15,25,411011,32000,07901,06,
27,27,172051,50000,08303,06,
28,45,414010,250000,11102,06,
22,26,172141,30000,11109,06,
27,41,414010,224000,07902,06,
10,40,411011,52000,11108,06,
24,31,1191XX,46000,08302,06,
7,58,411011,84000,08302,06,
11,55,1191XX,100000,11102,06,
39,32,1191XX,85000,11108,06,
10,69,1721YY,122000,11109,06,
10,31,1721YY,67000,11109,06,
15,27,472211,41600,08301,06,
13,67,1191XX,85000,07901,06,
38,23,1940YY,27000,08303,06,
19,56,411011,100000,08302,06,
18,69,1721XX,200000,07902,06,
18,59,4990XX,0,11109,06,
9,73,414010,0,07901,06,
17,67,172070,0,11102,06,
16,85,411011,0,07901,06,
11,23,1191XX,0,11108,06,
12,41,411011,0,07902,06,
35,27,411011,50000,11109,06,
10,24,514041,24000,08301,06,
34,25,411011,3000,11108,06,
17,38,1721YY,140000,11109,06,
10,72,1191XX,55000,07902,06,
4,22,172070,11500,07901,06,
9,60,1721YY,68000,11103,06,
56,29,414010,70000,11108,06,
36,64,1191XX,0,07902,06,
21,48,49904X,80000,08303,06,
27,25,411011,54000,08303,06,
13,71,1191XX,90000,11108,06,
14,54,514041,40000,08301,06,
12,23,475032,25000,11103,06,
12,70,253041,0,08303,06,
72,50,1191XX,48000,07902,06,
79,47,414010,0,07902,06,
9,50,1191XX,62000,11103,06,
18,64,1191XX,0,08303,06,
17,38,414010,85000,11108,06,
16,53,1191XX,48800,11108,06,
16,37,411011,30000,08301,06,
11,94,119041,12000,07901,06,
4,52,1191XX,34000,11109,06,
21,72,1191XX,12000,11102,06,
26,40,1191XX,20000,11102,06,
53,30,411011,30000,11108,06,
11,55,1191XX,45000,07902,06,
12,18,253041,3800,07902,06,
9,69,4990XX,0,07901,06,
13,58,514041,88000,08301,06,
19,56,414010,140000,11102,06,
13,37,411011,55000,08301,06,
19,53,1191XX,0,07902,06,
3,52,1191XX,200000,08302,06,
14,34,411011,12000,07902,06,
9,74,172051,100000,11107,06,
14,69,172070,100000,08303,06,
12,24,253041,10000,11108,06,
23,80,1191XX,5500,07901,06,
37,31,253041,8000,07901,06,
22,38,172051,100000,11102,06,
10,38,1191XX,25000,11109,06,
12,42,514041,25000,11103,06,
12,48,113071,38000,07902,06,
9,74,1191XX,7000,07902,06,
24,50,113051,123000,07901,06,
19,49,1191XX,82000,08301,06,
17,64,411011,0,11103,06,
16,66,1191XX,110000,11109,06,
11,76,1191XX,0,11102,06,
26,35,1191XX,127000,07901,06,
13,29,411011,32000,11103,06,
16,52,471011,90000,11103,06,
14,80,411011,22000,11102,06,
18,65,172051,0,11109,06,
6,78,1191XX,213000,11107,06,
40,50,172070,120000,11103,06,
60,69,19204X,170000,07902,06,
12,21,1721YY,7000,07901,06,
18,53,1191XX,0,11103,06,
23,79,253041,4900,07902,06,
17,50,414010,69000,07902,06,
23,60,1191XX,0,11108,06,
9,31,1191XX,67000,11102,06,
9,30,414010,35000,11102,06,
20,28,411011,29000,11109,06,
19,58,414010,70000,11108,06,
23,49,172051,125000,07901,06,
22,50,414010,32000,11102,06,
3,49,471011,58000,08302,06,
9,36,49904X,0,11102,06,
20,60,172141,125000,07901,06,
10,67,414010,0,07901,06,
94,49,414010,77000,11107,06,
26,25,519010,40000,07902,06,
24,53,1191XX,155000,11102,06,
17,31,1191XX,20000,07902,06,
15,30,1191XX,20000,07902,06,
41,45,414010,50000,11103,06,
10,45,411011,32000,08301,06,
14,68,414010,15700,07902,06,
10,61,1191XX,9000,11108,06,
16,57,411011,0,11103,06,
12,27,1191XX,30000,08302,06,
13,30,172051,180000,08303,06,
7,57,1940YY,0,08302,06,
31,20,1721YY,5000,07901,06,
28,21,172051,10000,07901,06,
13,82,4990XX,0,08303,06,
10,71,172141,0,11109,06,
18,26,1940YY,35000,11109,06,
12,26,519010,75000,08303,06,
13,22,253041,600,08303,06,
64,35,1191XX,58000,11102,06,
14,21,1191XX,14000,08303,06,
12,65,414010,75000,11109,06,
30,30,1721YY,110000,08303,06,
8,56,113051,45000,08302,06,
76,47,414010,150000,11109,06,
30,30,113071,70000,11107,06,
13,57,471011,0,08303,06,
4,34,519010,85000,08302,06,
4,37,414010,0,08302,06,
14,61,113051,140000,11102,06,
9,72,1191XX,0,07901,06,
16,66,1191XX,90000,07901,06,
7,35,414010,100000,08302,06,
14,60,414010,120000,08302,06,
30,43,1191XX,0,11109,06,
10,27,411011,24000,08301,06,
9,29,172070,120000,08303,06,
19,46,1191XX,9400,07901,06,
16,46,414010,40000,11109,06,
21,38,1191XX,60000,11102,06,
5,59,414010,0,11109,06,
13,55,1191XX,310000,11102,06,
14,50,119041,145000,11102,06,
18,77,475040,0,08302,06,
20,48,172070,200000,11102,06,
14,51,1191XX,571000,11108,06,
6,38,518010,115000,07902,06,
13,54,1191XX,192000,07901,06,
10,51,1191XX,150000,11103,06,
19,73,1191XX,5900,08303,06,
8,67,1191XX,0,11109,06,
77,35,113051,75000,08302,06,
19,59,1191XX,0,07902,06,
17,33,1191XX,0,07902,06,
14,53,172070,110000,11103,06,
8,48,172051,100000,08303,06,
14,53,1191XX,290000,11102,06,
22,71,1721YY,0,07902,06,
18,54,119041,125000,11103,06,
36,64,1191XX,0,08301,06,
12,48,49904X,0,07901,06,
22,61,1940YY,0,08303,06,
34,35,1191XX,125000,07902,06,
10,71,1191XX,40000,11102,06,
11,39,119041,571000,08303,06,
25,50,411011,56000,08302,06,
34,61,1721YY,6000,07902,06,
17,28,411011,40000,07901,06,
8,31,4990XX,90000,11103,06,
13,25,411011,0,11103,06,
9,59,1191XX,76000,11103,06,
17,28,1940YY,30800,08303,06,
19,61,1721YY,122000,11107,06,
5,58,1191XX,130000,11109,06,
5,66,1721YY,125000,11109,06,
17,31,172141,94000,11102,06,
38,27,411011,30000,11103,06,
14,53,1191XX,129000,11108,06,
29,29,1191XX,0,07901,06,
21,66,414010,96000,11109,06,
8,60,1721YY,82000,11102,06,
8,59,253041,10000,08303,06,
13,75,1191XX,46000,08301,06,
12,77,514041,23400,08301,06,
16,44,514041,0,08301,06,
18,70,1191XX,0,08303,06,
25,42,1191XX,90000,11103,06,
10,34,1191XX,74000,11102,06,
10,68,1191XX,0,07901,06,
40,48,1191XX,571000,11108,06,
16,60,1191XX,50000,11109,06,
10,31,414010,20000,11108,06,
4,60,1191XX,132000,08302,06,
15,38,113071,98000,08303,06,
18,49,519010,116000,07902,06,
3,23,172051,8800,07901,06,
11,21,1940YY,1500,07901,06,
17,21,172051,8500,07901,06,
17,21,172070,11000,07901,06,
9,54,411011,24000,11109,06,
4,65,471011,0,08302,06,
10,70,1191XX,0,11108,06,
85,29,411011,45000,08303,06,
13,54,1191XX,195000,11102,06,
14,43,253041,6000,11102,06,
25,27,253041,26000,08301,06,
16,58,172051,147000,11103,06,
31,28,414010,65000,11109,06,
11,70,475040,0,08301,06,
31,42,471011,56000,08301,06,
19,75,172051,130000,08303,06,
17,62,1191XX,140000,11107,06,
8,60,1191XX,41000,11109,06,
18,36,411011,104000,11102,06,
22,64,519020,33000,11107,06,
26,40,4750YY,24000,11107,06,
12,63,1191XX,0,11102,06,
16,32,1191XX,50000,11102,06,
42,54,1191XX,0,11108,06,
16,49,1191XX,60000,07901,06,
17,32,1191XX,81000,11109,06,
14,21,172051,5000,07901,06,
57,75,1191XX,0,11103,06,
20,28,411011,56000,07901,06,
20,27,411011,23000,11109,06,
7,60,1191XX,90000,11109,06,
22,62,1191XX,87000,07901,06,
19,84,19204X,0,08302,06,
8,53,1191XX,210000,11102,06,
8,75,172051,0,11102,06,
14,52,119041,571000,11102,06,
27,53,253041,1800,08303,06,
19,56,471011,75000,11109,06,
20,64,414010,0,11109,06,
9,72,1191XX,25000,11109,06,
38,32,49904X,60000,11103,06,
38,32,49904X,25000,11103,06,
27,36,414010,180000,07901,06,
11,21,411011,28000,11107,06,
10,27,411011,29000,08301,06,
10,27,411011,0,08301,06,
16,69,411011,0,07902,06,
13,59,1191XX,116000,08301,06,
13,58,172051,125000,08303,06,
8,60,1191XX,0,08303,06,
6,56,119041,130000,11107,06,
17,44,514041,80000,11107,06,
17,59,411011,33000,11103,06,
19,24,1191XX,15000,07901,06,
16,44,1191XX,140000,11102,06,
14,49,1191XX,330000,11102,06,
9,56,411011,50000,11102,06,
19,27,172070,5900,07901,06,
13,54,1191XX,64000,07902,06,
10,27,411011,29000,08301,06,
13,58,1191XX,50000,07901,06,
18,49,411011,20000,08301,06,
9,64,471011,105000,11102,06,
13,24,519010,20000,11102,06,
5,68,49904X,0,08303,06,
21,25,172070,68000,11108,06,
17,46,1191XX,138000,11108,06,
41,20,1191XX,26900,07902,06,
34,64,519010,0,07902,06,
10,59,172051,145000,11109,06,
9,40,411011,39000,08303,06,
16,36,1191XX,36000,08303,06,
56,45,475032,65000,11103,06,
25,38,1191XX,571000,11107,06,
88,34,514041,65000,11103,06,
18,56,1191XX,80000,07902,06,
21,38,414010,78000,07902,06,
16,35,1191XX,150000,08303,06,
26,67,518090,0,07902,06,
19,44,1191XX,80000,11102,06,
27,56,1191XX,90000,11108,06,
23,66,1191XX,129000,11102,06,
11,24,113071,6000,11107,06,
12,21,414010,3000,07901,06,
6,60,1191XX,0,11108,06,
22,45,1191XX,0,11109,06,
9,73,1191XX,0,07902,06,
15,41,1191XX,145000,11108,06,
9,55,1191XX,52000,08302,06,
2,24,411011,33400,11108,06,
6,48,411011,104000,08302,06,
15,69,1191XX,5000,07902,06,
16,69,1940YY,0,07901,06,
11,62,411011,15000,07901,06,
21,57,1191XX,20000,07902,06,
44,61,49904X,60000,11108,06,
30,69,1191XX,0,08303,06,
19,39,411011,52000,07901,06,
20,24,414010,10000,11102,06,
10,48,1191XX,100000,11107,06,
18,54,1191XX,0,11107,06,
14,18,1940YY,3400,11107,06,
22,27,411011,8000,11102,06,
8,30,414010,60000,11103,06,
77,22,1191XX,20000,11109,06,
32,43,1721YY,105000,11108,06,
5,64,1721YY,1600,08302,06,
11,63,172051,0,08303,06,
17,49,1191XX,0,11107,06,
10,56,4990XX,80000,11103,06,
15,28,537070,30000,11103,06,
11,81,113051,0,11108,06,
13,59,1191XX,90000,11108,06,
15,31,1940YY,51000,11108,06,
15,56,414010,125000,11108,06,
9,63,172070,160000,11102,06,
18,72,1191XX,0,07901,06,
13,51,414010,571000,11109,06,
20,28,1191XX,45000,07902,06,
21,37,1191XX,0,08303,06,
14,58,4750XX,40000,08302,06,
15,32,1191XX,40000,11103,06,
12,56,1191XX,75000,11109,06,
14,23,411011,17000,11103,06,
3,27,1191XX,57000,07902,06,
11,60,1191XX,80000,08303,06,
15,25,411011,0,08303,06,
2,33,172070,120000,08303,06,
45,21,414010,1200,07901,06,
9,33,1191XX,75000,11108,06,
16,22,411011,15000,07901,06,
12,63,1191XX,0,07901,06,
17,56,414010,80000,11102,06,
12,70,1191XX,25000,08303,06,
20,29,519010,97000,07902,06,
13,64,119041,120000,11108,06,
7,68,1191XX,72000,11107,06,
25,20,1191XX,15000,11109,06,
13,59,172141,571000,08303,06,
25,41,172070,200000,07901,06,
13,47,411011,0,07901,06,
7,46,414010,571000,08302,06,
32,30,414010,95000,07901,06,
13,43,1191XX,70000,11102,06,
11,30,1721YY,68000,11109,06,
30,51,414010,0,08301,06,
24,72,1191XX,156000,11102,06,
10,45,1721YY,5000,08303,06,
5,54,1721YY,194000,11103,06,
21,36,172070,200000,07901,06,
20,57,1721YY,0,07902,06,
19,31,414010,28800,07902,06,
18,31,414010,56000,07902,06,
14,56,411011,24900,07901,06,
11,65,411011,0,08303,06,
11,68,411011,0,08303,06,
20,67,19204X,158000,08302,06,
12,49,471011,60000,08303,06,
44,20,411011,28800,08301,06,
20,43,471011,25000,11109,06,
16,54,1191XX,86000,11109,06,
16,57,1721YY,160000,11108,06,
17,25,414010,60000,11108,06,
38,60,1191XX,150000,08303,06,
15,34,414010,57000,11109,06,
14,55,1721YY,108000,11103,06,
29,23,113071,5000,07901,06,
11,23,411011,0,11102,06,
6,61,414010,80000,11103,06,
12,38,1721YY,60000,07901,06,
17,74,1191XX,0,07901,06,
58,32,411011,29900,11103,06,
12,55,1191XX,60000,11102,06,
13,57,1191XX,62000,11102,06,
20,71,514041,0,08301,06,
23,49,172141,130000,11103,06,
36,24,1191XX,32000,07901,06,
24,60,1721YY,79000,07901,06,
14,59,172051,24000,11109,06,
56,42,411011,20100,11103,06,
20,36,518010,571000,07901,06,
20,62,1721YY,0,07902,06,
6,58,172070,165000,11103,06,
11,58,1191XX,571000,11108,06,
15,40,1191XX,180000,11102,06,
13,52,1191XX,140000,11108,06,
20,16,253041,1500,11108,06,
29,60,1191XX,50000,11103,06,
14,56,172051,147000,11103,06,
19,88,172051,40000,11109,06,
9,55,1191XX,72000,11108,06,
19,62,411011,90000,11109,06,
12,71,1721YY,100000,08303,06,
27,27,1191XX,50000,08303,06,
12,17,4990XX,1300,11107,06,
8,22,1191XX,8100,07901,06,
13,23,1191XX,16000,07901,06,
6,22,411011,0,08303,06,
5,45,411011,68000,11107,06,
6,64,113051,175000,11102,06,
27,57,471011,0,07902,06,
11,74,1191XX,160000,08303,06,
14,53,1191XX,250000,11102,06,
16,23,4990XX,28000,11102,06,
5,58,414010,60000,11109,06,
32,47,253041,0,07901,06,
23,35,411011,100000,08301,06,
12,58,1191XX,65000,11109,06,
15,33,411011,30000,11109,06,
23,48,172070,111000,07902,06,
46,32,49904X,58000,08301,06,
4,84,1191XX,0,08302,06,
13,31,1191XX,80000,11108,06,
11,59,411011,60000,11102,06,
12,44,1191XX,108000,07901,06,
42,49,411011,87000,08303,06,
51,43,113051,110000,08303,06,
12,38,1191XX,150000,08301,06,
18,59,471011,65000,08302,06,
10,33,519010,150000,07901,06,
12,43,1191XX,120000,08303,06,
4,36,172141,150000,08302,06,
10,19,1940YY,3500,07901,06,
18,30,414010,36000,11109,06,
25,38,1191XX,80000,07902,06,
10,60,411011,0,08303,06,
19,35,519010,38000,07901,06,
24,45,119041,280000,08303,06,
14,29,411011,8000,11109,06,
9,70,411011,0,11102,06,
16,51,414010,19700,11108,06,
30,38,411011,120000,11108,06,
29,34,172051,105000,08302,06,
7,68,172141,200000,11102,06,
19,61,49904X,90000,11109,06,
5,36,411011,39000,08301,06,
19,29,411011,58000,11103,06,
8,38,172141,80000,08303,06,
22,64,49904X,0,07902,06,
21,52,1191XX,150000,11103,06,
11,75,1191XX,0,11102,06,
18,36,411011,56000,08303,06,
37,30,1191XX,75000,11108,06,
25,35,1191XX,82000,07901,06,
15,60,514041,0,11107,06,
5,56,471011,128000,08301,06,
28,47,1191XX,100000,11107,06,
16,83,172141,5200,07901,06,
11,47,1191XX,185000,11102,06,
29,36,411011,0,08303,06,
12,21,414010,2400,08301,06,
17,54,1191XX,0,11109,06,
10,62,1191XX,200000,11102,06,
26,23,1940YY,25000,08303,06,
10,58,1721XX,250000,08303,06,
13,37,1191XX,85000,07901,06,
20,30,411011,35000,11107,06,
5,69,414010,0,08302,06,
11,71,172070,135000,07902,06,
5,65,1191XX,70000,07901,06,
5,71,414010,67000,07901,06,
20,30,414010,72000,08303,06,
6,66,414010,0,11102,06,
37,26,1191XX,56000,11108,06,
20,63,1721YY,88000,07901,06,
14,51,1721YY,190000,11102,06,
17,54,172051,105000,11102,06,
9,45,411011,32000,11102,06,
15,50,172051,140000,07901,06,
7,68,1191XX,0,11107,06,
10,60,1191XX,0,11102,06,
18,47,1191XX,155000,11109,06,
6,66,172070,0,07901,06,
12,58,119041,170000,11109,06,
29,34,514041,25000,08303,06,
17,32,411011,0,08303,06,
18,55,414010,80000,11102,06,
25,58,414010,200000,08303,06,
20,64,1191XX,240000,11102,06,
61,63,113051,115000,11103,06,
13,51,411011,40000,11109,06,
13,56,411011,40000,11109,06,
3,31,411011,25000,08303,06,
11,33,1721YY,68000,11108,06,
16,74,253041,0,07902,06,
15,60,172051,100000,08302,06,
17,45,414010,120000,11108,06,
11,63,471011,190000,08301,06,
12,58,1721YY,122000,11107,06,
46,39,1191XX,30000,11108,06,
6,37,172051,98000,11109,06,
82,26,113051,90000,11109,06,
17,33,1721YY,71000,11109,06,
4,48,411011,50000,08301,06,
11,51,172070,168000,11103,06,
13,49,119041,180000,11103,06,
11,26,19204X,58000,07901,06,
37,22,172141,7600,11109,06,
26,26,411011,30000,11107,06,
8,58,411011,23000,08302,06,
20,72,19204X,0,07901,06,
30,34,471011,63000,11107,06,
17,58,1721YY,160000,11103,06,
18,56,1191XX,110000,11103,06,
7,58,172141,100000,11108,06,
21,40,471011,50000,11107,06,
26,18,253041,5000,11108,06,
18,46,411011,50000,11102,06,
11,45,1191XX,0,11108,06,
23,45,1191XX,52000,07902,06,
16,64,1191XX,0,11107,06,
6,60,4990XX,0,11107,06,
36,54,113071,0,11109,06,
11,54,172051,188000,11108,06,
20,72,411011,30000,11109,06,
15,53,411011,250000,11109,06,
10,33,414010,60000,11109,06,
9,63,113051,170000,11109,06,
49,44,411011,200000,11102,06,
22,45,1191XX,120000,07902,06,
13,85,1191XX,0,08303,06,
27,22,1940YY,10000,07901,06,
26,20,1940YY,10000,07901,06,
23,52,518090,5000,07901,06,
13,54,1191XX,66000,11108,06,
11,34,172051,90000,11102,06,
11,55,1191XX,85000,11107,06,
10,36,113051,50000,08301,06,
2,43,1191XX,120000,08302,06,
8,33,1191XX,190000,11102,06,
18,50,1191XX,100000,11107,06,
38,43,411011,23800,11103,06,
17,54,471011,58000,08301,06,
20,58,1191XX,0,11107,06,
18,66,119041,0,07901,06,
15,52,414010,120000,11108,06,
10,56,1191XX,571000,11102,06,
6,65,1940YY,40000,08302,06,
6,62,1721YY,100000,11107,06,
11,52,1940YY,40000,11109,06,
12,67,1191XX,0,08301,06,
17,43,172051,145000,08303,06,
20,51,414010,40000,11109,06,
11,26,414010,90000,08303,06,
7,79,172051,0,11102,06,
17,58,471011,60000,08303,06,
7,29,172141,120000,11103,06,
18,52,1191XX,63000,11103,06,
19,43,411011,104000,11103,06,
9,24,1940YY,25000,08301,06,
27,65,1191XX,35000,08303,06,
15,35,411011,85000,08302,06,
37,31,1191XX,100000,07902,06,
12,40,471011,32000,08303,06,
10,53,113051,101000,11109,06,
18,59,411011,100000,08302,06,
15,30,1191XX,50000,08303,06,
17,48,1191XX,200000,11109,06,
11,64,253041,2000,08303,06,
8,72,1721YY,0,11108,06,
13,45,253041,1000,11108,06,
11,58,1721YY,168000,11103,06,
12,70,1191XX,0,11108,06,
20,40,1191XX,49000,08303,06,
16,67,1191XX,110000,11103,06,
21,58,414010,50000,07901,06,
12,41,1191XX,165000,11109,06,
9,74,4990XX,0,07901,06,
8,70,1191XX,43200,07901,06,
18,58,411011,0,08303,06,
12,60,1191XX,0,07901,06,
27,63,172141,0,11102,06,
7,71,172070,0,11102,06,
9,57,1191XX,149000,11102,06,
9,32,414010,98000,08303,06,
9,69,411011,83000,07901,06,
10,66,1191XX,0,08303,06,
10,69,475040,0,08303,06,
14,27,4990XX,80000,11109,06,
7,48,411011,20000,07901,06,
21,60,113071,136000,08302,06,
19,56,471011,54000,08302,06,
10,55,1191XX,100000,08303,06,
10,56,1191XX,150000,08303,06,
20,27,519010,40000,07902,06,
10,48,414010,571000,08303,06,
13,52,1191XX,250000,08303,06,
63,52,172051,180000,07901,06,
15,62,1721YY,0,07901,06,
10,30,411011,40000,11103,06,
53,43,411011,139000,08302,06,
7,61,1191XX,106000,08301,06,
38,57,1191XX,0,11109,06,
14,37,411011,40000,08302,06,
18,45,1191XX,0,11109,06,
11,33,1191XX,80000,08303,06,
27,38,172141,75000,11107,06,
18,32,414010,8000,07902,06,
19,34,1191XX,42000,11107,06,
12,62,1191XX,230000,11108,06,
21,25,411011,50000,11108,06,
10,71,1191XX,25000,11109,06,
9,47,411011,0,11109,06,
7,54,1191XX,282000,11102,06,
12,35,113071,74000,07901,06,
9,33,113051,70000,11107,06,
25,34,519010,75000,07902,06,
17,47,172070,129000,11109,06,
22,82,1191XX,0,08303,06,
59,32,414010,65000,11103,06,
22,44,253041,52000,08302,06,
24,19,411011,10900,08303,06,
41,38,414010,38000,08301,06,
18,49,411011,32000,11102,06,
11,27,1191XX,1000,08301,06,
10,41,19204X,128000,11109,06,
41,43,471011,150000,11108,06,
9,39,1191XX,49000,08301,06,
11,50,472211,75000,08302,06,
32,65,475040,0,08301,06,
17,70,1191XX,571000,11102,06,
19,39,1191XX,90000,11102,06,
36,43,1191XX,140000,08303,06,
12,69,1191XX,18000,11109,06,
28,34,1191XX,60000,08301,06,
10,60,113071,135000,11109,06,
20,40,1191XX,0,11102,06,
17,54,1191XX,5200,08302,06,
24,23,5370XX,22000,08303,06,
8,41,411011,60000,07901,06,
22,42,414010,85000,11107,06,
5,59,1191XX,0,08302,06,
14,61,1191XX,150000,11108,06,
19,32,253041,24000,11108,06,
27,63,119041,121000,11108,06,
10,70,1191XX,0,11102,06,
11,73,253041,3000,07901,06,
11,64,1191XX,300000,11108,06,
21,59,1721YY,180000,11102,06,
9,78,1191XX,0,11108,06,
24,29,411011,46000,08302,06,
17,32,1191XX,46000,08302,06,
11,57,1191XX,0,11108,06,
7,69,49904X,0,08302,06,
7,35,519010,24000,07901,06,
10,38,1191XX,144000,11102,06,
19,58,119041,120000,11109,06,
12,57,414010,105000,11102,06,
15,49,1191XX,112000,11108,06,
25,56,1721YY,50000,11108,06,
5,69,19204X,0,11109,06,
27,56,1191XX,152000,08303,06,
11,35,1191XX,130000,11109,06,
10,31,411011,58000,08302,06,
14,43,471011,125000,11108,06,
20,67,253041,3000,08303,06,
12,56,172051,125000,08303,06,
16,29,113051,120000,08303,06,
46,39,475040,40000,08301,06,
9,19,172051,11000,07901,06,
16,79,514041,0,08303,06,
10,18,253041,6000,11102,06,
15,68,411011,83000,07902,06,
9,51,1191XX,250000,11102,06,
20,65,1721YY,0,08302,06,
12,62,1940YY,0,08303,06,
32,32,519010,60000,07901,06,
13,28,411011,38000,11107,06,
12,64,471011,0,11108,06,
14,57,1191XX,50000,07902,06,
11,28,519010,50000,07902,06,
14,57,1191XX,30000,08303,06,
7,57,1191XX,36000,08303,06,
10,58,411011,0,08301,06,
33,22,172051,8800,07901,06,
12,34,1721YY,110000,11108,06,
6,28,1191XX,36000,11109,06,
12,62,411011,75000,08303,06,
12,68,471011,65000,08303,06,
10,78,1191XX,57000,11102,06,
11,57,253041,0,11108,06,
12,55,1191XX,40000,11102,06,
2,48,414010,98000,11107,06,
11,46,1191XX,216000,11109,06,
18,23,253041,10000,08303,06,
9,28,414010,24000,11107,06,
49,28,514041,43000,11107,06,
15,25,1940YY,42000,11108,06,
33,43,414010,50000,08303,06,
6,50,1191XX,571000,11109,06,
6,28,253041,28000,08303,06,
9,22,253041,10000,08303,06,
10,31,172051,40000,08301,06,
11,29,172051,36000,08301,06,
24,66,1721YY,0,07902,06,
7,62,1191XX,75000,08303,06,
12,53,113071,29000,11103,06,
9,61,172051,120000,08301,06,
12,66,414010,100000,11108,06,
9,59,119041,125000,11109,06,
9,66,1191XX,79000,11109,06,
15,56,172070,160000,11103,06,
15,52,172070,300000,11103,06,
20,56,411011,0,08303,06,
21,62,1721YY,22000,11108,06,
9,53,411011,80000,11102,06,
16,40,411011,65000,11108,06,
11,44,1191XX,30000,11102,06,
12,59,172051,0,11107,06,
15,57,471011,72000,07901,06,
15,55,253041,11600,11103,06,
15,53,253041,2500,11108,06,
13,68,414010,85000,11102,06,
12,63,1721YY,60000,08303,06,
20,49,119041,235000,08303,06,
28,29,1191XX,135000,08303,06,
14,59,1191XX,20000,11103,06,
12,60,411011,35000,11103,06,
10,69,1721XX,200000,07901,06,
24,55,113051,0,11108,06,
17,62,1191XX,0,11103,06,
9,64,172070,190000,11103,06,
16,45,1191XX,20000,11108,06,
13,39,172070,120000,11108,06,
9,21,1191XX,30000,11103,06,
11,22,411011,5000,08303,06,
20,70,1721YY,0,07901,06,
10,28,514041,30000,08302,06,
10,19,253041,1600,11107,06,
30,19,4990XX,1000,07901,06,
11,21,1721YY,25000,08303,06,
2,19,172051,19000,11103,06,
5,18,411011,0,07901,06,
5,19,411011,600,07901,06,
18,18,253041,800,11102,06,
10,19,172051,19000,11109,06,
14,21,1721YY,25000,08303,06,
13,19,411011,600,07901,06,
5,18,253041,2000,11109,06,
17,19,411011,600,07902,06,
16,19,4990XX,1000,07901,06,
16,19,4990XX,1000,07901,06,
14,18,411011,0,07901,06,
18,18,253041,2000,11107,06,
1,49,475040,160000,08302,06,
16,18,411011,0,07901,06,
6,67,1940YY,5000,07902,06,
11,68,1940YY,1600,07901,06,
56,23,253041,2100,08303,06,
4,18,253041,2400,11109,06,
7,68,1940YY,1600,07902,06,
13,19,4990XX,1000,07901,06,
35,31,1721YY,120000,08301,06,
11,26,1191XX,83000,11108,06,
9,69,1191XX,0,07901,06,
13,57,411011,35800,07901,06,
4,57,119041,200000,08302,06,
15,58,514041,65000,08302,06,
110,50,113071,137000,11102,06,
134,20,1940YY,3600,11102,06,
29,60,1191XX,135000,11102,06,
12,65,1191XX,120000,08301,06,
11,49,1191XX,79000,07902,06,
9,39,1191XX,95000,11108,06,
3,61,113051,87000,08303,06,
8,52,1721YY,140000,08303,06,
5,62,414010,140000,11102,06,
8,58,471011,75000,11107,06,
25,34,1721YY,100000,08302,06,
11,60,1191XX,156000,08301,06,
14,35,411011,150000,11102,06,
8,45,414010,80000,11109,06,
9,41,1191XX,125000,11109,06,
33,42,1191XX,65000,07901,06,
15,48,1191XX,91000,07902,06,
11,55,1940YY,0,11102,06,
11,45,414010,0,08303,06,
15,46,514041,32000,08303,06,
17,25,411011,17800,11107,06,
17,32,411011,50000,11103,06,
24,63,172070,122000,11102,06,
13,53,1191XX,300000,11108,06,
9,42,113051,92000,11109,06,
9,78,172070,10000,11109,06,
5,66,1721YY,0,07902,06,
105,62,414010,19000,11102,06,
7,45,1191XX,40000,08303,06,
14,48,1191XX,79000,11109,06,
4,73,414010,0,07902,06,
39,62,1191XX,150000,08303,06,
9,68,1191XX,12500,11103,06,
9,56,1191XX,60000,11103,06,
11,53,1191XX,156000,11102,06,
14,38,119041,136000,08303,06,
4,55,49904X,80000,11103,06,
4,27,49904X,31000,11103,06,
16,36,1721YY,190000,11108,06,
76,32,1191XX,82000,11102,06,
18,22,4990XX,10800,07901,06,
26,72,1191XX,0,11107,06,
2,23,253041,15000,11107,06,
7,49,1191XX,120000,11102,06,
18,38,1191XX,140000,08303,06,
4,44,414010,0,07901,06,
6,30,49904X,30000,07902,06,
25,20,172051,16000,07901,06,
23,26,411011,19000,08302,06,
7,32,411011,0,08303,06,
7,43,514041,7900,08302,06,
82,33,414010,75000,07901,06,
91,30,414010,100000,07901,06,
9,37,411011,2900,07901,06,
15,32,172141,116000,08303,06,
17,52,1191XX,200000,11102,06,
