PWGTP,AGEP,SOCP,WAGP,PUMA,STATE,
13,39,119041,190000,11108,06,
24,43,49904X,60000,07902,06,
14,45,411011,0,11103,06,
25,64,1191XX,627000,11107,06,
23,58,1191XX,50000,11107,06,
9,49,414010,45000,11108,06,
21,32,411011,1200,08302,06,
13,27,411011,72000,11103,06,
11,59,471011,55000,11103,06,
6,37,471011,26600,11103,06,
9,33,411011,57000,07901,06,
13,41,113071,107000,11108,06,
16,35,4990XX,0,08303,06,
25,20,1191XX,13000,11109,06,
17,51,411011,54000,11109,06,
9,66,172051,0,11109,06,
23,49,471011,75000,08302,06,
8,71,514041,0,11108,06,
16,33,411011,30000,08302,06,
9,50,172070,156000,11109,06,
22,48,414010,35000,11103,06,
8,64,471011,16900,11102,06,
29,64,1191XX,26000,11103,06,
13,61,411011,104000,07901,06,
20,50,1191XX,148000,11102,06,
13,77,119041,7000,08303,06,
16,29,1721YY,110000,08303,06,
7,71,414010,18000,11108,06,
18,60,411011,43000,08301,06,
8,77,1191XX,205000,11102,06,
18,57,253041,0,11102,06,
8,47,411011,155000,11102,06,
33,63,1191XX,63000,11109,06,
48,22,414010,20000,08301,06,
14,43,172070,90000,11108,06,
11,81,49904X,180000,07902,06,
20,23,411011,12000,11103,06,
12,86,1191XX,1600,08302,06,
40,54,411011,42000,07901,06,
14,57,1191XX,0,11102,06,
12,38,1191XX,45000,11107,06,
45,22,411011,26000,11109,06,
7,47,113071,34600,08303,06,
40,41,414010,37200,11108,06,
19,44,1940YY,60000,08303,06,
26,30,253041,26000,08303,06,
23,45,1191XX,16000,11103,06,
20,67,1191XX,0,07901,06,
15,40,411011,60000,07901,06,
11,90,411011,0,07901,06,
10,90,19204X,0,08303,06,
13,76,471011,0,11109,06,
12,59,172141,125000,11102,06,
11,64,411011,8000,11102,06,
23,61,1940YY,0,07902,06,
23,57,411011,130000,07902,06,
17,65,1721YY,60000,11103,06,
10,60,411011,0,07902,06,
27,64,172051,0,07902,06,
28,71,172051,0,07902,06,
11,61,119041,0,08301,06,
56,62,472211,94000,08303,06,
14,41,411011,1500,11109,06,
39,67,1191XX,0,07902,06,
13,21,411011,26000,11103,06,
3,59,1191XX,167000,11107,06,
14,43,1191XX,220000,11108,06,
8,30,4990XX,30000,08301,06,
36,54,1721YY,95000,11109,06,
9,82,1191XX,240000,11102,06,
10,53,1191XX,85000,11103,06,
13,73,1191XX,0,08302,06,
15,62,1191XX,627000,11102,06,
13,32,519020,0,11103,06,
11,35,1191XX,97000,11109,06,
13,19,253041,1000,08303,06,
19,18,253041,0,08303,06,
1,19,172051,30000,11103,06,
6,35,471011,0,07902,06,
8,19,172051,30000,11103,06,
19,19,253041,700,08303,06,
11,22,1940YY,25200,08302,06,
24,20,113071,500,08303,06,
5,20,253041,17000,07901,06,
20,19,253041,700,08303,06,
1,19,253041,700,08303,06,
7,22,1940YY,18900,11102,06,
17,21,253041,0,08303,06,
22,17,253041,600,08303,06,
2,20,1191XX,1800,08303,06,
15,18,253041,100,08303,06,
3,21,1721YY,0,07902,06,
13,19,253041,1500,07901,06,
12,20,253041,17000,07901,06,
10,42,471011,0,07902,06,
7,18,1191XX,28500,11109,06,
8,18,253041,700,08303,06,
7,20,253041,11800,08303,06,
7,18,1191XX,15400,11109,06,
9,19,253041,1500,07901,06,
12,20,253041,17000,07901,06,
10,35,471011,0,07902,06,
12,22,1940YY,18900,11102,06,
10,19,514041,6000,07901,06,
6,22,1940YY,18900,11102,06,
2,21,1191XX,1800,08303,06,
8,20,1191XX,1800,08303,06,
10,21,1721YY,0,07902,06,
12,20,1191XX,1800,08303,06,
4,21,1721YY,0,07902,06,
4,21,113071,500,08303,06,
1,22,1940YY,25200,08302,06,
1,42,471011,0,07902,06,
21,18,253041,700,08303,06,
7,19,411011,0,07901,06,
1,21,1721YY,7500,11109,06,
14,21,1191XX,1800,08303,06,
17,18,253041,700,08303,06,
14,17,253041,1200,08303,06,
8,55,472211,100000,08302,06,
21,72,113051,0,07901,06,
123,20,1721YY,687000,07902,06,
16,26,113071,60000,11109,06,
22,20,1940YY,6600,07901,06,
10,60,411011,0,11109,06,
14,59,172051,0,07901,06,
79,47,1191XX,160000,11108,06,
42,24,1721YY,150000,08303,06,
9,44,411011,53000,11109,06,
25,32,1191XX,96000,11102,06,
11,33,1191XX,107000,08303,06,
7,66,1721YY,110000,08303,06,
8,32,172051,75000,07901,06,
11,29,411011,12000,11108,06,
8,26,514041,40000,07901,06,
14,79,411011,0,07901,06,
14,56,1191XX,54000,11108,06,
13,64,1191XX,0,08301,06,
13,65,1191XX,0,08301,06,
13,57,471011,0,11109,06,
67,50,411011,120000,11102,06,
44,20,472231,48000,08301,06,
11,30,1191XX,50000,11108,06,
11,36,411011,12700,11108,06,
21,43,1191XX,30000,11109,06,
8,32,1191XX,63000,11107,06,
62,60,1191XX,0,07901,06,
17,56,1721YY,230000,07901,06,
8,63,514041,0,11109,06,
19,53,1721YY,120000,11108,06,
12,78,411011,0,08301,06,
14,32,411011,0,08302,06,
11,25,113071,40000,11108,06,
56,31,411011,2600,08301,06,
20,56,1191XX,60000,11109,06,
22,57,1191XX,250000,08303,06,
12,51,411011,35000,11103,06,
20,52,1191XX,185000,08303,06,
21,45,1191XX,90000,08303,06,
10,20,172141,26200,11103,06,
17,21,411011,26000,08303,06,
16,44,113051,200000,08303,06,
11,69,1721YY,94000,08303,06,
11,46,1191XX,75000,08303,06,
25,44,1191XX,100000,11107,06,
25,45,1191XX,36000,11107,06,
20,27,1191XX,78000,11107,06,
18,80,119041,0,07901,06,
27,62,1191XX,180000,11109,06,
7,22,113071,20000,11109,06,
10,65,1191XX,113000,11108,06,
13,35,411011,70000,11103,06,
19,64,411011,0,07902,06,
10,67,172070,6000,08303,06,
11,68,414010,70000,07902,06,
51,30,411011,25000,11103,06,
10,31,172141,73000,11103,06,
12,62,1191XX,100000,11109,06,
16,63,414010,37000,11108,06,
37,62,1191XX,230000,11102,06,
11,57,49904X,60000,08302,06,
10,34,411011,110000,08303,06,
24,45,1191XX,687000,11102,06,
10,44,1191XX,145000,11107,06,
10,32,514041,55000,11108,06,
13,37,411011,84000,11102,06,
29,55,514041,60000,11103,06,
11,61,1191XX,180000,07901,06,
9,64,414010,17000,11102,06,
19,44,1191XX,0,07902,06,
22,43,471011,68000,07902,06,
12,26,411011,2000,11109,06,
9,71,1191XX,0,07901,06,
19,76,414010,7500,08303,06,
12,67,1191XX,0,11108,06,
40,33,1191XX,100000,11108,06,
20,34,411011,10000,08303,06,
24,31,411011,50000,08303,06,
15,61,1721YY,250000,07902,06,
14,57,414010,40000,11103,06,
9,26,253041,8200,08303,06,
14,62,1191XX,0,08303,06,
26,60,1191XX,125000,07901,06,
20,75,1191XX,76000,11108,06,
9,33,411011,0,11109,06,
14,68,49904X,0,11103,06,
13,61,414010,75000,11109,06,
37,73,411011,0,07901,06,
27,61,414010,48000,08301,06,
14,52,1191XX,300000,11102,06,
19,62,1191XX,0,07901,06,
33,27,1721YY,110000,07901,06,
26,32,172070,120000,08301,06,
16,61,1191XX,82000,07902,06,
35,78,414010,3500,08303,06,
48,55,1191XX,0,11109,06,
11,30,172051,50000,08301,06,
16,59,1191XX,99000,08303,06,
11,35,1721YY,101000,08303,06,
11,75,1191XX,229000,08302,06,
22,54,1191XX,80000,11102,06,
23,21,253041,1800,08303,06,
11,31,1191XX,90000,11109,06,
17,62,1191XX,150000,11109,06,
9,48,113071,60000,08301,06,
19,42,1191XX,84000,11107,06,
14,31,414010,50000,07901,06,
14,31,411011,38000,07901,06,
11,49,411011,70000,11103,06,
14,40,414010,60000,11107,06,
17,41,172070,100000,11108,06,
16,52,1191XX,80000,11103,06,
13,35,172051,145000,11102,06,
13,48,1191XX,145000,11102,06,
11,55,1191XX,160000,11108,06,
11,67,1191XX,75000,11102,06,
13,27,411011,30000,11103,06,
12,66,411011,3000,11107,06,
14,45,411011,92000,11108,06,
17,39,1191XX,30000,08301,06,
7,48,1191XX,100000,11102,06,
9,48,411011,45000,07901,06,
73,41,1191XX,138000,08303,06,
7,67,414010,0,07901,06,
8,61,414010,100000,07901,06,
13,32,1191XX,80000,07901,06,
11,66,472211,0,11107,06,
10,64,1191XX,34000,11109,06,
14,49,411011,0,11103,06,
32,41,518090,36000,11103,06,
15,20,253041,4500,07901,06,
12,31,172070,0,08303,06,
9,31,411011,0,08303,06,
20,24,1191XX,65000,08303,06,
50,47,113071,54000,11107,06,
15,25,519010,2000,11108,06,
7,26,172051,84000,11103,06,
7,58,1191XX,100000,08301,06,
8,36,172051,66000,08301,06,
58,61,519020,33800,08301,06,
68,41,49904X,50000,11103,06,
10,69,471011,0,11102,06,
11,33,1191XX,218000,07901,06,
38,56,514041,0,11103,06,
10,66,514041,68000,11103,06,
13,22,1940YY,6000,07901,06,
20,60,1191XX,0,11102,06,
14,23,519020,25000,08303,06,
14,63,1191XX,80000,11107,06,
44,32,1721YY,168000,08301,06,
13,28,172141,100000,08303,06,
12,58,172051,180000,07901,06,
19,53,172070,174000,11108,06,
10,66,471011,28000,11109,06,
9,64,1191XX,130000,11102,06,
19,27,1191XX,70000,08303,06,
8,76,411011,0,11108,06,
15,62,1191XX,0,07902,06,
17,52,1191XX,48000,11108,06,
19,57,49904X,0,11108,06,
20,57,414010,80000,08303,06,
13,57,172141,99000,11102,06,
12,68,1191XX,100000,08301,06,
11,60,19204X,250000,07901,06,
24,62,1191XX,687000,08302,06,
19,50,411011,79000,11108,06,
21,61,1191XX,250000,11102,06,
5,20,253041,0,08303,06,
16,30,411011,25000,07901,06,
11,42,1191XX,0,11102,06,
20,55,172070,121000,11109,06,
7,67,1191XX,0,11102,06,
14,31,411011,60000,07902,06,
11,67,172070,200000,11103,06,
36,59,1191XX,0,11109,06,
5,67,172051,150000,11109,06,
12,55,1191XX,120000,08303,06,
21,40,472211,31200,07901,06,
17,36,1191XX,310000,11108,06,
12,69,1191XX,40000,11102,06,
14,51,1191XX,124000,11108,06,
16,31,411011,3200,11109,06,
4,46,4750XX,26000,08302,06,
11,36,172070,120000,07901,06,
10,35,172051,106000,07901,06,
19,70,1191XX,0,08303,06,
20,49,1191XX,0,11107,06,
35,51,411011,0,11108,06,
31,49,411011,45000,11109,06,
21,37,1191XX,40000,11107,06,
24,53,411011,12000,08301,06,
58,44,1191XX,70000,07901,06,
26,67,172070,0,11102,06,
9,22,172070,0,07901,06,
10,61,1191XX,127000,08301,06,
11,32,172141,60000,08301,06,
8,46,514041,8100,11109,06,
11,67,172070,0,11108,06,
12,44,1721XX,315000,07902,06,
18,34,1191XX,97000,07901,06,
18,52,1191XX,114000,11107,06,
8,58,1721YY,106000,11108,06,
9,60,1721YY,60000,11108,06,
11,36,1191XX,60000,08302,06,
15,20,253041,6000,07901,06,
21,65,1721YY,102000,08303,06,
17,47,19204X,120000,07901,06,
6,45,172051,140000,07901,06,
9,57,172051,140000,07901,06,
12,49,1191XX,250000,11102,06,
13,59,49904X,100000,11103,06,
48,58,471011,32000,08302,06,
12,33,253041,18200,11109,06,
11,79,1191XX,90000,07902,06,
25,54,411011,0,07901,06,
24,55,1721YY,166000,08301,06,
8,57,1191XX,164000,11109,06,
44,30,4990XX,52000,08303,06,
19,56,1721YY,687000,11102,06,
12,30,253041,1900,08303,06,
9,46,1191XX,0,11107,06,
11,32,1721YY,119000,11108,06,
9,63,1191XX,687000,11109,06,
11,56,1191XX,140000,08303,06,
28,21,411011,0,08301,06,
10,63,172051,35000,07902,06,
20,58,1191XX,77000,07901,06,
13,45,1191XX,30000,11103,06,
13,64,172051,50000,07901,06,
23,37,1721YY,687000,11107,06,
13,62,172070,170000,11103,06,
9,38,1191XX,110000,11109,06,
12,45,119041,200000,11102,06,
19,43,1191XX,240000,08303,06,
26,36,411011,0,08302,06,
18,34,411011,56000,07902,06,
29,65,172141,86000,08302,06,
12,58,414010,354000,11102,06,
16,53,1191XX,89000,11102,06,
22,31,172141,20000,08301,06,
10,32,1191XX,22400,11108,06,
12,67,411011,0,08303,06,
24,57,1191XX,0,11102,06,
14,48,1191XX,0,07901,06,
17,38,414010,31000,11102,06,
7,70,411011,1500,07901,06,
12,32,1191XX,90000,11108,06,
26,49,1191XX,250000,08303,06,
18,50,1191XX,687000,08303,06,
6,29,411011,80000,11107,06,
38,73,411011,0,11109,06,
15,28,411011,50000,11107,06,
5,27,1940YY,20000,08302,06,
36,44,411011,70000,07901,06,
9,30,411011,85000,11103,06,
17,47,1191XX,120000,11108,06,
18,55,411011,0,08301,06,
16,66,411011,0,08301,06,
26,49,1191XX,68000,11103,06,
15,44,172051,208000,08303,06,
12,49,411011,0,08303,06,
11,33,1191XX,0,11103,06,
19,32,1191XX,0,11107,06,
12,62,1191XX,0,11107,06,
23,50,1191XX,0,08301,06,
26,50,411011,33600,11109,06,
23,48,119041,200000,08303,06,
13,42,1191XX,298000,08303,06,
14,28,1191XX,20000,11107,06,
14,20,519020,40000,07901,06,
18,54,1191XX,15000,11103,06,
19,59,1191XX,56000,11109,06,
73,27,1191XX,150000,08302,06,
18,50,411011,14000,07901,06,
29,58,411011,30000,08302,06,
65,61,414010,160000,11108,06,
16,62,4990XX,50000,11107,06,
11,57,1191XX,0,07901,06,
23,49,1191XX,125000,11108,06,
14,62,411011,0,07902,06,
17,53,4990XX,5900,11109,06,
33,16,253041,0,08301,06,
8,56,471011,200000,11108,06,
10,29,1191XX,37000,11102,06,
40,38,1191XX,85000,07902,06,
14,42,113071,140000,11102,06,
9,59,172051,142000,11103,06,
33,44,1191XX,100000,07901,06,
13,54,411011,0,08301,06,
21,68,1191XX,800,08302,06,
32,50,1191XX,160000,08302,06,
46,66,1721YY,290000,08301,06,
13,45,414010,130000,11102,06,
34,66,172070,94000,08303,06,
6,65,411011,315000,08303,06,
81,50,1191XX,50000,11103,06,
22,26,411011,36400,07901,06,
18,36,113071,75000,07901,06,
13,36,1191XX,87000,11102,06,
15,61,414010,0,11108,06,
27,27,411011,50000,11108,06,
14,33,4740XX,65000,11107,06,
13,40,49904X,282000,07902,06,
34,50,1191XX,50000,08303,06,
14,70,113051,0,07902,06,
20,29,1191XX,120000,11108,06,
10,63,414010,0,11103,06,
29,36,1191XX,85000,11108,06,
13,45,1191XX,110000,08303,06,
14,58,414010,72000,07901,06,
15,57,172141,100000,07901,06,
33,67,172051,0,08303,06,
14,39,514041,17000,11103,06,
11,37,1191XX,59000,11107,06,
16,25,411011,42000,11108,06,
61,33,411011,92000,08302,06,
6,25,411011,25000,07902,06,
21,58,1191XX,20000,11102,06,
29,75,1191XX,250000,11102,06,
12,31,1191XX,65000,08302,06,
20,45,1191XX,101000,08303,06,
24,54,4990XX,40000,07901,06,
69,28,1191XX,45000,07902,06,
25,58,1191XX,160000,07901,06,
23,65,1191XX,260000,11109,06,
13,36,113051,7000,11103,06,
18,60,1191XX,687000,11102,06,
16,65,113051,70000,07901,06,
14,40,411011,120000,08302,06,
11,64,471011,43000,07901,06,
7,68,1191XX,0,11109,06,
48,45,113071,54000,11107,06,
8,40,1191XX,80000,08302,06,
33,40,411011,0,11102,06,
16,19,1940YY,1000,07901,06,
25,56,414010,135000,11107,06,
21,71,1191XX,0,11102,06,
16,44,411011,80000,11102,06,
7,67,1191XX,0,11109,06,
15,51,172051,75000,07901,06,
25,59,1191XX,65000,08302,06,
10,74,172141,100000,11103,06,
4,51,172070,120000,07901,06,
3,23,253041,7800,07901,06,
12,61,1721YY,0,08302,06,
48,26,411011,38900,07901,06,
15,54,1191XX,48000,11108,06,
40,60,19204X,250000,07901,06,
1,48,414010,0,08302,06,
1,47,414010,0,08302,06,
23,37,1191XX,60000,11102,06,
16,45,119041,250000,08303,06,
13,60,414010,400000,11102,06,
19,52,113071,15600,11103,06,
17,73,414010,40000,11109,06,
30,43,411011,0,11103,06,
10,65,119041,118000,11108,06,
8,44,411011,100000,07901,06,
16,69,414010,150000,07901,06,
18,50,1721YY,687000,11109,06,
11,65,411011,150000,11109,06,
12,51,411011,93000,08303,06,
22,46,411011,39000,11103,06,
17,25,411011,20000,11108,06,
23,68,472211,0,07901,06,
11,29,1191XX,45700,08301,06,
15,70,1191XX,0,07902,06,
15,44,414010,309000,11108,06,
6,35,1191XX,145000,07901,06,
20,40,1191XX,40000,07901,06,
22,41,1191XX,175000,07901,06,
10,43,1191XX,180000,11102,06,
18,59,472211,69000,07901,06,
13,56,514041,74000,11103,06,
12,58,1721YY,140000,07902,06,
9,34,411011,28000,07901,06,
11,67,172051,90000,08302,06,
10,52,411011,65000,11108,06,
7,69,411011,210,07901,06,
95,43,1721YY,80000,07901,06,
21,78,411011,0,11107,06,
24,33,414010,80000,11103,06,
12,59,414010,0,07901,06,
16,59,411011,0,11108,06,
7,69,414010,0,07901,06,
5,64,1191XX,72000,08302,06,
12,66,1191XX,687000,11102,06,
12,70,172051,0,08301,06,
8,26,1940YY,45000,08302,06,
13,23,514041,12000,11109,06,
5,70,1191XX,0,11109,06,
32,61,514041,63000,11108,06,
14,29,411011,144000,11108,06,
6,54,1191XX,200000,07901,06,
12,47,414010,48000,11109,06,
12,62,519010,140000,07901,06,
16,52,1191XX,50000,11102,06,
37,58,411011,0,11107,06,
28,20,411011,26000,08303,06,
11,60,1191XX,0,07901,06,
11,57,414010,0,11108,06,
12,33,1191XX,100000,11107,06,
12,63,1191XX,168000,08303,06,
13,33,1940YY,20000,11108,06,
12,53,1940YY,21900,11108,06,
26,50,1191XX,0,11102,06,
7,55,1191XX,0,07901,06,
20,30,1191XX,70000,08303,06,
11,71,1191XX,100000,11103,06,
9,65,1191XX,5000,11109,06,
13,68,414010,0,07902,06,
7,40,1191XX,8000,11102,06,
7,54,1191XX,115000,11102,06,
12,45,172051,161000,11109,06,
23,55,411011,940,07901,06,
55,43,471011,85000,11102,06,
7,48,1191XX,34000,11107,06,
6,57,472211,0,08303,06,
15,33,1191XX,97000,07901,06,
19,53,1191XX,60000,11102,06,
22,49,1191XX,110000,08303,06,
22,73,172070,100000,11102,06,
22,74,172070,30000,11102,06,
11,42,49904X,50000,11107,06,
12,42,172141,140000,11102,06,
11,52,1191XX,233000,11109,06,
15,73,1191XX,0,11103,06,
25,56,414010,200000,08303,06,
31,24,172070,0,11103,06,
13,36,411011,70000,07901,06,
11,46,471011,41400,11103,06,
3,69,1191XX,256000,08302,06,
64,37,1191XX,29500,11103,06,
2,47,1191XX,180000,11107,06,
9,26,1191XX,62000,11107,06,
18,27,1191XX,52000,11109,06,
33,73,411011,0,11107,06,
27,44,4990XX,78000,08302,06,
22,61,1191XX,250000,11102,06,
26,26,411011,24000,11102,06,
8,59,1191XX,687000,11109,06,
16,62,414010,205000,11102,06,
17,37,1191XX,165000,11102,06,
12,42,1721YY,687000,08302,06,
9,27,172051,83000,07901,06,
21,36,411011,53000,11109,06,
13,73,1191XX,154000,07902,06,
13,41,1191XX,200000,08301,06,
13,52,411011,0,11109,06,
42,57,1191XX,86000,11102,06,
9,25,411011,50000,11102,06,
14,25,411011,35000,11109,06,
11,58,1191XX,120000,11103,06,
34,65,172051,150000,11107,06,
9,68,172070,0,07901,06,
13,30,411011,40000,11108,06,
16,64,1191XX,127000,07902,06,
11,25,172051,15000,07901,06,
10,59,471011,100000,07901,06,
20,80,411011,0,07902,06,
29,61,1191XX,75000,11103,06,
26,45,1191XX,0,07902,06,
18,60,1191XX,0,07902,06,
10,69,1191XX,0,11102,06,
46,44,411011,60000,08302,06,
13,43,1721YY,140000,11102,06,
21,67,1721YY,133000,11103,06,
12,61,253041,11100,08302,06,
3,59,519010,160000,07902,06,
28,30,172141,200000,07901,06,
12,41,113051,100000,07901,06,
12,33,1940YY,35000,11108,06,
10,55,119041,411000,08303,06,
13,20,472211,30000,11109,06,
24,28,411011,12700,11107,06,
61,57,1191XX,140000,08303,06,
56,46,49904X,80000,08303,06,
24,58,411011,0,08303,06,
11,73,471011,30000,07901,06,
8,59,1191XX,50000,07901,06,
10,50,1191XX,90000,08303,06,
8,58,1191XX,184000,08301,06,
8,30,1191XX,125000,07901,06,
9,63,1721YY,85000,11103,06,
17,56,1191XX,91000,07902,06,
51,62,1721YY,0,08303,06,
17,66,1191XX,75000,07902,06,
11,56,471011,0,11108,06,
13,58,1191XX,90000,07902,06,
9,57,1191XX,135000,07901,06,
9,44,113051,135000,11102,06,
10,69,4990XX,0,11108,06,
15,62,1191XX,72000,07902,06,
10,61,172051,130000,07901,06,
67,31,411011,80000,07901,06,
17,41,411011,0,11102,06,
35,54,253041,31000,08303,06,
16,43,119041,200000,08303,06,
9,52,1191XX,77000,08303,06,
14,54,1191XX,129000,08303,06,
11,58,1191XX,44000,11103,06,
9,28,411011,0,08303,06,
44,57,172141,65000,11102,06,
16,69,411011,0,08301,06,
10,41,1940YY,48000,11103,06,
19,37,1191XX,60000,07902,06,
58,76,172141,6000,07901,06,
22,55,4750YY,100000,11108,06,
15,51,119041,200000,11103,06,
9,78,119041,0,11109,06,
12,69,172070,200000,11108,06,
36,57,414010,35000,11103,06,
10,71,1191XX,0,08303,06,
14,31,4990XX,33000,08302,06,
7,64,1191XX,0,08302,06,
11,56,1191XX,30000,08303,06,
4,55,1191XX,250000,07902,06,
21,54,414010,205000,11102,06,
15,43,414010,86000,11102,06,
24,32,1191XX,71000,07901,06,
16,59,1721YY,102000,11108,06,
10,29,1191XX,40000,08303,06,
29,31,1191XX,40000,11102,06,
18,68,1721YY,102000,08303,06,
11,62,19204X,107000,11109,06,
10,64,1721YY,120000,11103,06,
19,73,1940YY,83000,07902,06,
11,26,475032,68000,08302,06,
14,58,172141,65000,11102,06,
11,66,119041,250000,08303,06,
13,30,411011,65000,07901,06,
4,53,1191XX,90000,11109,06,
15,68,1191XX,0,11102,06,
23,60,411011,16400,11109,06,
15,44,119041,200000,08303,06,
19,42,411011,43700,08302,06,
21,57,411011,38000,08302,06,
7,44,1191XX,175000,11102,06,
12,78,411011,0,11109,06,
27,63,1191XX,80000,08303,06,
22,67,1191XX,92000,07902,06,
31,39,4990XX,120000,11102,06,
10,61,1191XX,62000,11107,06,
20,48,4990XX,18000,07902,06,
15,41,1940YY,54000,07902,06,
21,62,172070,0,08303,06,
10,69,1191XX,0,11108,06,
19,51,411011,60000,11107,06,
11,35,1191XX,100000,07901,06,
37,44,411011,18000,08301,06,
34,41,119041,130000,11108,06,
69,40,113071,26000,11108,06,
21,59,1191XX,0,11103,06,
8,68,411011,0,08301,06,
10,26,411011,48200,08301,06,
11,66,411011,8000,07902,06,
19,52,411011,26200,07901,06,
12,34,1191XX,55000,11109,06,
14,63,253041,0,11108,06,
50,38,411011,78000,07901,06,
6,52,414010,0,07901,06,
20,29,411011,115000,08303,06,
13,45,411011,100000,11102,06,
59,23,1191XX,51000,08303,06,
19,40,471011,0,08301,06,
12,30,1191XX,40000,11103,06,
74,33,1191XX,71000,07902,06,
12,59,119041,56000,08303,06,
18,50,1191XX,400000,11108,06,
12,72,414010,29000,11109,06,
15,64,1191XX,130000,11102,06,
27,35,1191XX,100000,08303,06,
10,61,1191XX,120000,11107,06,
13,56,514041,55000,08302,06,
9,28,1191XX,0,11109,06,
14,69,471011,0,11107,06,
7,65,1191XX,0,08303,06,
19,84,414010,0,11103,06,
37,40,514041,70000,11103,06,
8,31,172051,110000,07901,06,
10,59,4990XX,70000,11107,06,
27,31,1191XX,40000,07901,06,
9,64,411011,0,08303,06,
14,21,1940YY,0,08303,06,
13,44,411011,89000,07901,06,
18,26,411011,0,08303,06,
18,34,414010,140000,11109,06,
13,53,1191XX,140000,11108,06,
16,45,1191XX,30000,08301,06,
14,70,253041,0,11107,06,
48,38,411011,55000,11108,06,
15,23,414010,58000,07902,06,
17,73,471011,0,08303,06,
23,62,411011,38000,11109,06,
15,54,1191XX,280000,11108,06,
6,28,411011,37000,08302,06,
5,29,1191XX,38000,08302,06,
17,57,1191XX,116000,11108,06,
8,26,1191XX,15000,08301,06,
24,29,1191XX,72000,07902,06,
9,30,1191XX,10000,07901,06,
7,34,1940YY,35000,07901,06,
17,25,411011,0,11108,06,
8,33,411011,60000,07902,06,
52,39,1191XX,0,08301,06,
12,42,411011,0,08303,06,
19,80,1191XX,0,08302,06,
29,22,414010,40000,08301,06,
7,37,411011,10000,07901,06,
8,51,119041,150000,11109,06,
14,58,1191XX,200000,07901,06,
9,45,1191XX,30000,08302,06,
12,64,1191XX,75000,11109,06,
19,41,1721YY,150000,11109,06,
19,34,113071,95000,08303,06,
18,27,253041,25000,11102,06,
24,39,471011,50000,07902,06,
36,37,1191XX,130000,11108,06,
33,46,471011,0,11103,06,
11,33,471011,56000,11103,06,
13,60,1721YY,0,11102,06,
20,64,414010,0,11109,06,
10,54,1191XX,147000,08303,06,
4,40,471011,120000,08302,06,
13,57,411011,43000,11109,06,
10,69,1191XX,0,11103,06,
21,47,411011,28000,11109,06,
12,67,514041,56000,11108,06,
15,44,471011,68000,07902,06,
11,60,119041,300000,07901,06,
34,32,414010,65000,11103,06,
16,29,172051,67000,07901,06,
14,27,1721YY,83000,07901,06,
7,75,1191XX,125000,08302,06,
14,30,411011,120000,07901,06,
15,33,411011,0,11107,06,
9,61,519010,38000,11107,06,
11,72,1191XX,0,08301,06,
8,60,49904X,80000,11103,06,
24,57,1191XX,134000,08301,06,
16,41,1191XX,200000,07901,06,
61,38,514041,60000,11103,06,
38,27,471011,48000,07902,06,
14,23,1191XX,5000,11103,06,
18,29,514041,40000,08303,06,
20,62,411011,88000,07901,06,
15,73,1191XX,0,08301,06,
21,71,471011,61000,07902,06,
12,29,1721YY,100000,08303,06,
17,73,411011,0,11109,06,
11,66,1191XX,115000,11103,06,
12,67,1721YY,90000,11108,06,
15,54,411011,100000,08302,06,
13,56,49904X,80000,11103,06,
13,27,411011,0,11103,06,
19,33,1191XX,60000,08303,06,
13,43,113071,65000,07902,06,
13,38,414010,0,07901,06,
12,74,1191XX,0,11108,06,
11,41,172051,25000,08303,06,
14,41,1191XX,100000,07901,06,
13,54,1191XX,32000,07902,06,
2,59,1191XX,84000,11107,06,
2,64,1191XX,687000,11107,06,
12,49,1191XX,50000,07901,06,
19,54,1191XX,200000,11103,06,
16,25,518010,180000,07902,06,
19,46,411011,3000,08303,06,
18,51,1191XX,301000,11109,06,
15,31,172051,89000,07901,06,
13,64,411011,687000,07902,06,
18,63,1191XX,0,11109,06,
8,20,172141,10000,07901,06,
25,45,1191XX,160000,08302,06,
24,75,411011,72000,11107,06,
19,27,172070,60000,11109,06,
13,50,1191XX,135000,11103,06,
10,65,1940YY,133000,08303,06,
27,36,411011,98000,07902,06,
16,63,411011,55000,11103,06,
11,78,414010,160000,11102,06,
7,67,172051,0,11102,06,
31,67,411011,0,11108,06,
21,45,1191XX,0,11102,06,
10,44,411011,65000,11109,06,
12,60,1191XX,127000,08301,06,
11,55,475040,100000,11109,06,
9,25,411011,50000,08303,06,
20,79,411011,0,11107,06,
15,26,172070,80000,11109,06,
13,23,4740XX,23000,11108,06,
14,42,1191XX,100000,11103,06,
20,56,1191XX,135000,11109,06,
24,62,1721YY,0,11109,06,
10,53,471011,0,07901,06,
7,32,411011,28000,07901,06,
17,23,414010,3800,11108,06,
16,62,172141,0,11108,06,
11,80,411011,0,08303,06,
7,65,414010,113000,11107,06,
28,29,1191XX,42000,07902,06,
8,51,414010,8000,11109,06,
18,50,1721YY,80000,11109,06,
40,55,514041,60000,11102,06,
13,59,1191XX,687000,11107,06,
13,36,411011,65000,11102,06,
9,37,1191XX,40000,11103,06,
7,34,1191XX,35000,11103,06,
21,62,1191XX,155000,11102,06,
35,47,1191XX,80000,11103,06,
16,42,1191XX,220000,11108,06,
16,20,411011,20000,11107,06,
7,21,472211,30000,11102,06,
14,26,172051,130000,08303,06,
15,57,1191XX,235000,11108,06,
15,53,414010,110000,11108,06,
