PWGTP,AGEP,WAGP,SOCP,PUMA,ST,
105,24,12000,192040,8303,6,
70,38,24400,119XXX,8301,6,
66,66,21000,472211,11105,6,
126,59,110000,119041,7901,6,
182,34,150000,172051,11102,6,
153,65,0,119XXX,11102,6,
162,57,50000,519010,7902,6,
37,34,104000,119XXX,8302,6,
67,37,50000,119XXX,7901,6,
78,50,30000,471011,8301,6,
149,34,35000,119XXX,11103,6,
114,60,102000,172051,11104,6,
14,46,189000,119XXX,11105,6,
55,48,130000,119XXX,11101,6,
40,57,100000,471011,11106,6,
58,19,0,1721YY,7901,6,
120,69,210000,119041,8303,6,
82,48,0,471011,11105,6,
96,54,33000,514041,11103,6,
72,47,54000,414010,8301,6,
43,40,115000,113051,11102,6,
51,40,0,119XXX,11102,6,
64,46,70000,119XXX,8303,6,
279,31,60000,47XXXX,7902,6,
38,77,0,119XXX,8301,6,
123,52,110000,1721YY,8303,6,
57,67,12000,119XXX,7901,6,
60,55,150000,119XXX,7901,6,
42,59,150000,119XXX,11102,6,
60,59,96000,414010,11102,6,
63,70,0,119XXX,8301,6,
33,57,0,119XXX,8302,6,
67,51,65000,414010,11101,6,
53,50,65000,414010,11101,6,
141,25,40000,119XXX,8303,6,
170,29,94000,414010,7902,6,
55,62,165000,1721YY,8303,6,
57,54,100000,113051,7901,6,
81,29,30000,4990XX,11104,6,
109,64,0,119XXX,11106,6,
134,61,50000,119XXX,11101,6,
124,54,150000,119XXX,11106,6,
135,35,45000,4750YY,11105,6,
53,48,120000,414010,11101,6,
48,48,12500,414010,7902,6,
127,44,100000,119XXX,11102,6,
57,37,0,119XXX,11103,6,
409,47,80000,471011,11105,6,
83,19,2000,514041,7901,6,
55,61,65000,119XXX,11101,6,
85,32,56000,119XXX,8303,6,
71,55,31000,414010,7901,6,
165,50,56000,514041,11106,6,
136,49,7400,113051,7902,6,
144,49,0,119XXX,8302,6,
126,62,80000,119XXX,7901,6,
56,52,40000,471011,8301,6,
52,48,94000,172051,11101,6,
172,59,60000,119XXX,11104,6,
65,59,190000,172051,11104,6,
127,65,25000,414010,7901,6,
129,43,0,1721YY,11106,6,
81,30,2400,471011,11103,6,
116,20,7000,172051,7901,6,
11,40,79000,471011,8302,6,
142,72,0,119XXX,7902,6,
188,48,70000,471011,11101,6,
172,48,80000,119XXX,8303,6,
100,47,80000,119XXX,8303,6,
35,40,130000,113051,11102,6,
141,26,15000,471011,11106,6,
46,65,270000,119XXX,7901,6,
46,53,130000,471011,11101,6,
115,70,59000,119XXX,7901,6,
46,38,95000,192040,8302,6,
35,41,0,119XXX,8303,6,
58,60,30000,471011,11103,6,
67,41,48000,119XXX,11101,6,
78,25,38000,519010,7902,6,
73,28,58000,119XXX,7902,6,
29,67,0,119XXX,11106,6,
46,39,30000,119XXX,11106,6,
51,58,250000,119XXX,11101,6,
73,27,60000,119XXX,8303,6,
75,26,103000,119XXX,8303,6,
137,63,48000,49904X,7902,6,
38,63,0,119XXX,11105,6,
207,22,25000,113071,11101,6,
107,87,93000,172051,11104,6,
203,57,29900,414010,11105,6,
70,33,50000,471011,8303,6,
50,59,182000,471011,11106,6,
167,39,80000,1721YY,11102,6,
100,51,110000,172070,8302,6,
26,34,30200,119XXX,11105,6,
139,49,112000,113051,11104,6,
82,33,59000,49904X,11104,6,
123,57,132000,119041,11105,6,
59,58,0,172070,7901,6,
112,54,78000,172051,7902,6,
52,40,85000,471011,11104,6,
95,51,100000,414010,7901,6,
13,60,0,518090,8302,6,
35,44,250000,119041,11102,6,
57,76,0,119XXX,11102,6,
55,67,170000,119XXX,11101,6,
74,27,30000,414010,11106,6,
64,60,17200,119XXX,11101,6,
67,43,86000,172070,8302,6,
66,28,17600,119XXX,11105,6,
70,40,104000,119XXX,8302,6,
70,63,240000,471011,8303,6,
75,55,0,414010,7901,6,
229,41,15000,119XXX,8302,6,
119,59,61000,119XXX,7902,6,
39,51,75000,113051,8302,6,
98,60,80000,119XXX,11106,6,
64,68,483000,1721YY,11104,6,
61,37,60000,119XXX,8302,6,
135,39,90000,113051,11106,6,
145,34,58000,1721YY,11101,6,
60,46,8000,119XXX,11102,6,
62,59,0,119XXX,11103,6,
71,44,72000,119XXX,8301,6,
118,18,0,414010,8303,6,
68,75,0,119XXX,8302,6,
273,38,31200,514041,11106,6,
99,61,29000,47XXXX,11105,6,
36,35,85000,192040,11102,6,
67,48,0,119XXX,7901,6,
10,33,32000,49904X,8302,6,
93,52,88000,119XXX,11104,6,
45,27,60000,414010,11105,6,
43,56,40000,119XXX,11106,6,
64,59,210000,119XXX,8303,6,
33,61,0,119XXX,11106,6,
78,24,110000,172070,8303,6,
72,39,0,119XXX,11102,6,
129,55,35000,414010,8303,6,
58,58,483000,119XXX,11102,6,
206,40,50000,472211,11105,6,
63,33,80000,119XXX,8303,6,
39,61,80000,414010,11104,6,
6,35,36000,119XXX,7901,6,
64,41,30000,113071,7901,6,
257,28,0,119XXX,11101,6,
70,52,78000,119XXX,8302,6,
114,23,11000,119XXX,8303,6,
36,28,120000,119041,8303,6,
379,52,0,119XXX,7902,6,
36,63,119000,1721YY,11102,6,
92,21,500,471011,8303,6,
47,30,70000,172141,7901,6,
96,64,30000,471011,11102,6,
175,32,96000,119XXX,11104,6,
86,68,0,471011,7902,6,
119,28,110000,119XXX,11104,6,
110,57,150000,414010,11102,6,
57,51,120000,172051,11104,6,
102,57,60000,4990XX,11106,6,
77,63,0,172051,7901,6,
145,56,80000,172070,8302,6,
129,55,14000,414010,8302,6,
62,70,0,119XXX,11102,6,
72,50,60000,119XXX,11103,6,
68,61,0,471011,11102,6,
88,21,0,4990XX,11102,6,
67,50,108000,119XXX,11106,6,
45,39,235000,119XXX,8303,6,
185,27,42000,192040,7901,6,
58,59,130000,119XXX,11101,6,
125,73,0,1721YY,11102,6,
75,35,30000,172051,11106,6,
64,60,52000,119XXX,11102,6,
177,36,77000,471011,8303,6,
109,69,40000,172070,7902,6,
41,61,200000,119XXX,11101,6,
14,48,50000,471011,11105,6,
52,45,175000,414010,11104,6,
256,42,45000,119XXX,11104,6,
75,49,89000,172051,11102,6,
93,44,84000,119XXX,11102,6,
36,77,40000,119XXX,7902,6,
100,63,240000,119XXX,11102,6,
38,27,45000,49904X,11106,6,
82,51,140000,119041,11101,6,
75,64,150000,1721YY,7901,6,
82,25,30000,119XXX,11106,6,
408,43,40000,4990XX,8303,6,
83,58,120000,1721YY,11106,6,
130,57,95000,119XXX,11102,6,
188,60,0,119XXX,11102,6,
57,67,0,119XXX,7901,6,
64,52,0,414010,7901,6,
97,30,83000,172141,11104,6,
108,47,0,414010,8303,6,
135,19,2000,514041,7901,6,
58,41,107000,119XXX,11102,6,
67,67,0,119XXX,8303,6,
67,53,58000,119XXX,7901,6,
35,59,118000,1721YY,11101,6,
341,53,0,119XXX,7902,6,
57,64,230000,119XXX,11105,6,
67,58,250000,172051,8303,6,
36,32,85000,1721YY,11104,6,
43,80,0,49904X,8303,6,
5,24,0,119XXX,11102,6,
258,51,0,47XXXX,11102,6,
130,39,155000,119041,7901,6,
69,80,483000,119XXX,8303,6,
116,37,77000,1721YY,11103,6,
69,45,46600,471011,11104,6,
71,50,35000,119XXX,11101,6,
68,46,80000,119XXX,11105,6,
156,47,47000,414010,8303,6,
108,46,180000,172070,8303,6,
145,19,1700,4990XX,11104,6,
72,51,940,119XXX,11102,6,
74,52,0,119XXX,11102,6,
75,64,30000,471011,11103,6,
98,53,125000,119XXX,11102,6,
120,53,140000,119XXX,11106,6,
135,51,145000,119XXX,11106,6,
416,23,18000,414010,8303,6,
53,53,70000,471011,7902,6,
296,50,90000,119XXX,11103,6,
79,28,60000,4990XX,7902,6,
66,38,0,119XXX,11102,6,
67,68,13000,414010,11104,6,
60,66,140000,414010,8301,6,
116,57,483000,119XXX,11102,6,
38,58,100000,1721YY,11104,6,
66,50,145000,119XXX,11101,6,
95,55,130000,172051,11102,6,
267,47,140000,172070,11102,6,
52,89,0,113071,8303,6,
418,27,25000,119XXX,7901,6,
63,37,106000,119XXX,11105,6,
53,56,81000,172141,8302,6,
64,73,0,119XXX,7901,6,
96,33,24000,119XXX,11104,6,
94,76,0,119XXX,11106,6,
65,66,0,4990XX,11105,6,
186,39,95000,414010,11101,6,
233,56,40000,414010,8303,6,
86,63,39000,113071,11106,6,
93,51,113000,119XXX,7901,6,
57,56,40000,119XXX,7901,6,
82,48,75000,471011,7901,6,
79,41,70000,471011,11103,6,
122,64,115000,1721YY,7901,6,
132,62,0,172051,7901,6,
112,62,100000,172051,7901,6,
127,27,90000,1721YY,8303,6,
58,25,37600,113071,11104,6,
129,38,105000,1721YY,8302,6,
69,55,30000,172141,8303,6,
71,55,55000,119XXX,8303,6,
65,61,130000,471011,8301,6,
23,56,60000,49904X,11106,6,
67,56,30000,119XXX,7901,6,
77,47,105000,1721YY,11102,6,
75,72,0,172051,11106,6,
39,21,2500,172141,7901,6,
98,49,76000,414010,8301,6,
64,56,105000,172070,11104,6,
92,57,0,49904X,8301,6,
221,47,0,471011,11105,6,
63,62,0,1721XX,7901,6,
92,70,0,119XXX,7901,6,
177,72,147000,119XXX,11102,6,
55,28,50000,119XXX,11102,6,
129,52,0,514041,11101,6,
79,33,85000,172051,7901,6,
121,54,50000,414010,8302,6,
54,71,0,119XXX,11106,6,
267,48,101000,119XXX,7901,6,
93,41,150000,113051,11103,6,
56,58,200000,119XXX,11106,6,
83,50,91000,119XXX,7901,6,
167,54,19000,119041,8302,6,
100,68,0,172051,7901,6,
44,32,65000,119XXX,11101,6,
78,31,70000,119XXX,11106,6,
55,43,200000,414010,11102,6,
62,50,1000,119XXX,8303,6,
158,28,50000,119XXX,11106,6,
132,50,250000,119XXX,11102,6,
72,58,80000,414010,11103,6,
63,51,39500,414010,8303,6,
91,39,46000,414010,11101,6,
192,51,11000,414010,11101,6,
84,34,87000,119XXX,11104,6,
74,61,87000,471011,7902,6,
105,43,38000,119XXX,8303,6,
134,47,10000,119XXX,11102,6,
104,46,80000,471011,8301,6,
82,34,17000,119XXX,8303,6,
104,36,50000,119XXX,8303,6,
67,49,90000,172141,11104,6,
15,59,76000,471011,8302,6,
92,50,150000,172070,11102,6,
62,46,0,4990XX,11102,6,
118,60,0,119XXX,8303,6,
47,61,70000,172070,8303,6,
56,74,26000,414010,11106,6,
53,65,163000,414010,11106,6,
48,26,3000,49904X,11104,6,
90,30,45000,414010,11104,6,
91,76,0,113071,11103,6,
56,33,56000,172051,7901,6,
72,35,53000,172070,7901,6,
57,70,72000,119XXX,11104,6,
106,67,130000,414010,7901,6,
67,61,53000,119XXX,7902,6,
97,51,0,119XXX,7902,6,
11,65,55000,119XXX,8302,6,
155,50,100000,119XXX,11102,6,
321,28,125000,414010,11106,6,
80,53,60000,471011,11102,6,
170,75,0,119XXX,11106,6,
154,41,30000,471011,11105,6,
46,64,110000,119XXX,11106,6,
103,60,51000,119XXX,11102,6,
105,60,110000,1721YY,11103,6,
91,48,70000,414010,8302,6,
60,48,110000,119XXX,11102,6,
107,37,69000,172051,7902,6,
44,53,35000,119XXX,11101,6,
97,50,70000,414010,11104,6,
86,38,50000,119XXX,7901,6,
43,60,0,113051,8302,6,
59,63,144000,119XXX,11101,6,
104,45,60000,519010,8303,6,
179,31,11000,49904X,7902,6,
138,69,0,119XXX,11105,6,
117,35,85000,192040,11105,6,
101,39,92000,472211,7902,6,
109,56,127000,119XXX,11102,6,
59,38,72000,119XXX,8303,6,
102,43,120000,172141,11104,6,
41,66,0,4990XX,11106,6,
204,40,118000,119XXX,8303,6,
68,54,197000,414010,11102,6,
136,45,1500,119XXX,11104,6,
106,55,100000,119XXX,11102,6,
61,37,73000,119XXX,8303,6,
65,61,100000,471011,11102,6,
53,51,0,119XXX,11102,6,
50,28,0,471011,11103,6,
110,50,160000,119XXX,11102,6,
65,62,46000,471011,11101,6,
163,60,75000,119XXX,11103,6,
64,66,95000,471011,11102,6,
59,60,150000,414010,11102,6,
56,54,100000,113051,7901,6,
63,65,55000,119XXX,7902,6,
69,58,88000,49904X,11103,6,
74,52,0,119XXX,11102,6,
66,40,100000,119XXX,8303,6,
54,62,146000,119XXX,8302,6,
90,70,0,471011,7901,6,
122,37,100000,471011,7901,6,
95,56,65000,514041,11106,6,
81,45,0,172051,7901,6,
94,64,76000,119XXX,11104,6,
61,39,98000,119XXX,7902,6,
116,56,90000,414010,11102,6,
174,51,80000,119XXX,8301,6,
70,60,0,414010,11106,6,
62,60,221000,119XXX,11102,6,
500,40,60000,119XXX,11105,6,
610,42,60000,471011,11105,6,
64,25,30000,119XXX,8303,6,
111,36,0,414010,11103,6,
61,44,0,119XXX,8302,6,
88,28,58000,119XXX,7902,6,
124,31,60000,1721YY,7902,6,
81,37,81000,172070,11106,6,
277,59,130000,119XXX,11101,6,
62,56,246000,113051,11102,6,
45,28,11000,472211,11105,6,
85,54,30000,172141,7902,6,
173,31,30000,119XXX,7901,6,
123,35,52000,119XXX,8303,6,
77,54,0,119XXX,7901,6,
32,73,65000,119XXX,11105,6,
84,42,0,172051,7901,6,
137,35,69000,119XXX,8303,6,
46,34,20000,172070,7901,6,
84,56,160000,119XXX,7902,6,
155,26,11700,519010,8303,6,
338,50,84000,514041,11105,6,
51,52,92000,119XXX,8301,6,
57,49,28000,119XXX,11101,6,
63,31,90000,1721YY,11103,6,
158,46,76000,514041,7901,6,
66,56,25200,119XXX,11101,6,
97,66,85000,119XXX,11102,6,
67,71,0,119XXX,11105,6,
66,74,0,119XXX,11105,6,
55,40,140000,119041,11105,6,
101,60,90000,119XXX,11101,6,
60,37,200000,1721YY,11102,6,
94,35,50000,172051,11103,6,
68,54,0,119XXX,7901,6,
80,33,62000,414010,11104,6,
66,62,190000,113051,11105,6,
103,56,70000,119XXX,8303,6,
361,29,100000,172141,8303,6,
162,20,16100,514041,11105,6,
131,26,22000,414010,8301,6,
64,36,20000,47XXXX,7902,6,
24,69,0,119XXX,8303,6
