PWGTP,AGEP,WAGP,SOCP,PUMA,ST,
38,25,31300,119XXX,6702,6,
60,43,85000,172141,6400,6,
73,55,50000,192040,6702,6,
79,57,0,119XXX,6702,6,
121,51,0,119XXX,6601,6,
98,61,0,414010,6500,6,
93,53,0,414010,6500,6,
140,47,97000,119XXX,6601,6,
73,93,0,172051,6702,6,
89,55,100000,1721YY,6400,6,
232,26,94000,514041,6400,6,
88,45,120000,172070,6500,6,
215,42,106000,119XXX,3701,6,
72,53,120000,172051,6702,6,
94,34,58000,119XXX,3702,6,
91,50,60000,113051,6500,6,
57,44,70000,471011,3702,6,
53,47,0,192040,6200,6,
245,51,108000,119XXX,6602,6,
94,71,0,49909X,6602,6,
54,28,30000,471011,6701,6,
55,43,0,49909X,3701,6
