PWGTP,AGEP,WAGP,SOCP,PUMA,ST,
87,35,79000,414010,6400,6,
71,50,142000,414010,6400,6,
99,57,90000,1721YY,6602,6,
59,76,0,192040,6400,6,
72,60,67000,172051,6300,6,
51,49,84000,172070,6702,6,
50,30,64000,414010,6400,6,
80,49,2500,414010,6702,6,
76,39,85000,113051,6500,6,
88,58,0,472211,3702,6,
74,72,80000,172051,6602,6,
60,43,40000,414010,6400,6,
92,55,76000,113071,6602,6,
72,50,60000,113071,6200,6,
193,46,45000,471011,6601,6,
98,51,42000,414010,6500,6,
156,30,85000,414010,3702,6,
19,81,13500,172051,6701,6,
81,36,6600,471011,6702,6,
76,49,160000,414010,6602,6,
63,45,0,1721YY,6602,6,
62,46,130000,172070,6602,6,
80,59,78000,471011,3701,6,
29,19,1900,414010,6701,6,
80,49,70000,113051,3702,6,
75,46,0,471011,6300,6,
59,63,0,1721XX,6400,6,
73,49,31700,1721YY,6500,6,
58,46,77000,1721YY,6602,6,
66,51,85000,471011,6602,6,
45,32,45000,192040,6300,6,
70,47,106000,172051,6602,6,
254,39,42600,471011,6602,6,
249,50,35000,414010,6702,6,
49,20,1900,1940XX,6602,6,
72,45,80000,414010,6400,6,
81,39,89000,172051,6500,6,
92,55,0,471011,6702,6,
136,29,100000,172051,6702,6,
82,77,0,4750XX,6200,6,
71,50,48000,471011,6702,6,
61,52,56000,514041,6500,6,
159,49,185000,414010,6701,6,
87,47,92000,172141,6701,6,
75,29,50000,172070,6602,6,
86,67,12000,113051,6602,6,
68,56,75000,471011,6702,6,
62,32,84000,1721YY,6702,6,
122,22,23000,1940XX,6601,6,
53,64,45000,172051,6500,6,
85,46,137000,514041,3702,6,
184,45,125000,172070,3701,6,
77,58,0,471011,6300,6,
74,58,13400,1721YY,6500,6,
223,42,448000,414010,6701,6,
56,47,75000,172051,6200,6,
101,47,0,49909X,3701,6,
89,32,18800,49909X,6200,6,
73,50,0,1721YY,6702,6,
206,45,62000,1721YY,6300,6,
51,48,0,471011,6602,6,
87,51,0,192040,3701,6,
52,34,79000,119041,6500,6,
64,54,41600,471011,3702,6,
73,60,45800,49904X,6702,6,
94,55,50000,414010,6300,6,
103,36,34000,414010,3702,6,
93,45,120000,1721YY,6500,6,
79,24,55000,172051,6602,6,
87,48,0,49909X,6602,6,
70,79,0,172070,6300,6,
63,36,70000,172051,6601,6,
582,21,39000,4750XX,3702,6,
76,53,65000,1721YY,6601,6,
55,24,18000,414010,6702,6,
86,38,26900,49904X,6200,6,
94,45,90000,113051,6701,6,
285,51,12000,414010,6400,6,
81,33,50000,414010,6701,6,
88,52,80000,1721YY,6602,6,
63,49,100000,119041,6701,6,
78,52,62000,514041,6200,6,
161,30,0,471011,3701,6,
60,54,47800,49904X,6400,6,
64,42,41600,414010,6400,6,
148,58,0,471011,6601,6,
92,54,100000,414010,3701,6,
171,19,840,172051,3702,6,
98,42,92000,172070,6500,6,
61,34,37000,49904X,6200,6,
40,17,1000,49904X,6400,6,
52,47,85000,172051,6702,6,
70,44,33000,4750YY,6701,6,
84,59,60000,113051,6300,6,
81,76,0,172070,6602,6,
66,47,45000,514041,6400,6,
77,71,0,471011,6500,6,
99,46,16600,414010,6602,6,
123,66,94000,414010,3701,6,
108,43,23400,414010,6602,6,
110,47,0,471011,3702,6,
65,53,4800,414010,6400,6,
75,47,60000,514041,6601,6,
66,24,55000,172051,6200,6,
63,52,50000,172070,6702,6,
109,35,56000,172051,3702,6,
69,60,100000,414010,6602,6,
62,64,0,172070,6602,6,
71,68,0,172070,6200,6,
92,45,106000,414010,6400,6,
76,61,0,1721YY,3701,6,
84,36,60000,414010,3701,6,
60,65,1200,414010,6701,6,
131,49,0,471011,6500,6,
73,56,0,514041,6701,6,
76,64,21000,113051,6300,6,
96,23,50000,1721YY,6602,6,
303,36,80000,471011,6300,6,
50,62,22000,472211,3701,6,
24,58,154000,172051,6701,6,
74,48,28000,49904X,6602,6,
78,51,12800,519020,6602,6,
47,59,100000,172070,3702,6,
89,74,0,414010,6602,6,
58,37,79000,172051,3702,6,
30,60,0,414010,3701,6,
60,36,80000,414010,6400,6,
166,34,60000,1721YY,6601,6,
81,32,100000,113051,6702,6,
57,45,100000,471011,6400,6,
49,39,88000,113071,6602,6,
76,45,105000,1721YY,6200,6,
99,64,55000,514041,6602,6,
61,62,60000,471011,6701,6,
65,47,72000,1721YY,6200,6,
73,47,0,471011,3702,6,
109,57,45000,414010,6602,6,
212,58,52000,514041,6701,6,
203,42,37300,471011,6500,6,
55,48,105000,1721YY,6602,6,
57,36,58000,1721YY,6602,6,
78,40,50000,113051,3701,6,
46,34,28800,475021,6300,6,
80,57,96000,172141,3702,6,
26,44,14200,414010,6701,6,
188,41,130000,172051,6602,6,
64,43,139000,1721YY,6702,6,
105,51,25000,172051,6601,6,
80,50,90000,414010,6200,6,
62,44,110000,113051,6300,6,
261,38,40000,519010,6300,6,
69,32,30700,519010,3701,6,
60,48,120000,414010,6702,6,
86,49,102000,1721YY,3701,6,
69,41,150000,414010,6701,6,
80,37,81000,475031,6602,6,
62,83,60000,414010,6602,6,
235,58,0,113051,3702,6,
213,58,0,113051,3702,6,
68,27,0,49909X,6400,6,
77,48,75000,119041,6500,6,
58,32,63000,172141,6400,6,
136,20,15700,414010,6400,6,
64,41,100000,414010,6400,6,
73,29,55000,113051,6300,6,
255,45,0,172051,3701,6,
112,57,41700,472211,6702,6,
55,53,60000,471011,6500,6,
105,50,0,472211,6701,6,
77,50,200000,192040,6601,6,
57,43,107000,172070,6500,6,
58,44,119000,172070,6500,6,
54,35,55000,49904X,6200,6,
101,42,15000,414010,6400,6,
100,57,71000,172051,6500,6,
121,32,50000,172051,3702,6,
54,39,160000,119041,6400,6,
48,66,55000,471011,3701,6,
74,57,65000,414010,6400,6,
289,21,2000,471011,6702,6,
75,56,125000,119041,6400,6,
87,34,5000,119041,6500,6,
91,55,73000,192040,6702,6,
210,36,45000,49909X,6601,6,
67,43,57000,514041,6601,6,
69,46,95000,414010,6300,6,
116,48,31500,172070,3701,6,
77,20,1700,1940XX,6500,6,
123,34,90000,119041,3702,6,
296,28,2000,514041,6601,6,
139,60,50000,471011,6200,6,
183,49,92000,1721YY,6701,6,
55,45,31800,472211,6400,6,
88,60,82000,1721YY,6601,6,
72,38,90000,1721YY,6400,6,
82,65,72000,518010,6300,6,
99,45,40000,471011,6200,6,
77,68,160000,172141,6500,6,
75,50,42000,475040,6701,6,
53,64,20000,1721YY,3701,6,
58,49,60000,49909X,6400,6,
180,23,30100,1940XX,3702,6,
120,31,57000,192040,3701,6,
242,44,18000,471011,6602,6,
103,42,150000,414010,6702,6,
73,28,47000,414010,6701,6,
67,46,64000,414010,6300,6,
61,66,81000,172051,6702,6,
14,45,46000,471011,6601,6,
20,44,0,414010,6701,6,
411,22,0,1940XX,3702,6,
107,22,9700,414010,6200,6,
161,34,85000,1721YY,6500,6,
82,21,19000,414010,6400,6,
130,53,29000,49904X,6200,6,
67,38,45000,1940XX,6702,6,
61,41,75000,172141,6300,6,
76,53,97000,472211,6500,6,
73,68,0,414010,3701,6,
57,43,23000,514041,6500,6,
129,28,40000,471011,6702,6,
20,50,120000,519010,6701,6,
21,45,37900,519010,6701,6,
110,42,125000,172051,3702,6,
80,31,24000,471011,6300,6,
110,42,0,514041,6602,6,
77,57,67000,414010,6602,6,
325,44,57000,514041,6601,6,
69,27,30000,414010,6701,6,
67,65,0,414010,6500,6,
108,37,63000,172141,6701,6,
65,49,108000,1721YY,6500,6,
66,30,50000,471011,6701,6,
78,60,0,49909X,6500,6,
61,28,68000,4750XX,6701,6,
119,36,48000,49909X,6601,6,
73,66,117000,471011,6702,6,
57,21,7900,471011,6300,6,
285,40,96000,113051,6500,6,
73,64,0,172141,6300,6,
88,37,110000,113051,6500,6,
69,33,25000,113071,6701,6,
98,50,60000,49904X,6200,6,
74,33,6000,4750YY,3702,6,
92,56,14000,414010,6500,6,
89,47,0,414010,6500,6,
88,44,0,514041,6601,6,
100,65,100000,1721YY,6400,6,
56,46,66000,414010,6500,6,
61,32,72000,471011,6701,6,
112,40,75000,471011,6601,6,
21,45,70000,49909X,6701,6,
213,38,15000,471011,6300,6,
63,60,12000,1721YY,6300,6,
88,46,0,414010,3702,6,
42,66,0,49909X,3701,6,
61,43,81000,471011,6500,6,
110,67,0,514041,6200,6,
66,42,100000,518010,3701,6,
115,28,67000,471011,6200,6,
79,45,61000,414010,6601,6,
226,30,50000,49904X,6200,6,
67,37,90000,172070,6500,6,
75,33,0,471011,3702,6,
252,48,45000,49904X,6701,6,
62,39,140000,414010,6300,6,
120,28,70000,471011,3702,6,
74,46,102000,1721YY,6200,6,
60,60,0,414010,6602,6,
59,41,50000,192040,6200,6,
20,57,5800,414010,6701,6,
97,60,82000,414010,6602,6,
73,31,72000,172051,6300,6,
77,60,0,471011,6300,6,
150,37,25000,49909X,3701,6,
73,48,97000,471011,3702,6,
63,52,11000,414010,6300,6,
74,49,36000,514041,6602,6,
93,50,0,471011,6702,6,
78,47,0,172070,3701,6,
70,69,95000,1721YY,6500,6,
85,48,35000,113071,3701,6,
85,55,70000,471011,6702,6,
88,27,20000,471011,3701,6,
80,58,35000,414010,6400,6,
85,52,89000,1721YY,6200,6,
75,25,20000,475021,6601,6,
69,21,9000,414010,6601,6,
195,42,0,471011,6200,6,
53,45,65000,172070,6500,6,
75,57,130000,471011,6300,6,
102,46,31000,471011,6701,6,
98,59,0,471011,6500,6,
110,54,39200,414010,6701,6,
55,32,111000,119041,6500,6,
41,43,73000,414010,6602,6,
41,40,12000,414010,6602,6,
84,54,70000,172070,6601,6,
68,51,65000,471011,6500,6,
69,57,95000,113051,6500,6,
61,70,0,414010,6300,6,
38,53,120000,113051,6200,6,
72,58,22000,519020,6200,6,
433,22,25000,471011,3701,6,
141,23,26000,514041,6701,6,
100,61,40000,414010,6701,6,
77,52,35000,1940XX,6200,6,
347,39,60000,414010,6701,6,
91,54,45000,414010,6701,6,
104,43,0,471011,6601,6
