"AREA","AREA_TITLE","AREA_TYPE","PRIM_STATE","NAICS","NAICS_TITLE","I_GROUP","OWN_CODE","OCC_CODE","OCC_TITLE","O_GROUP","TOT_EMP","EMP_PRSE","JOBS_1000","LOC_QUOTIENT","PCT_TOTAL","PCT_RPT","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90","ANNUAL","HOURLY","label"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","17-2141","Mechanical Engineers","detailed","140","16.5","1.2529999999999999","0.63",NA,NA,"40.5","84240","3.2","29.41","31.45","38.159999999999997","47.92","58.6","61160","65410","79380","99680","121890",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","17-2199","Engineers, All Other","detailed","100","26.7","0.871","0.81",NA,NA,"44.65","92870","10.9","29.98","33.979999999999997","38.409999999999997","52.84","74.400000000000006","62360","70680","79890","109910","154750",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","41-4011","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","detailed","60","16","0.56200000000000006","0.3",NA,NA,"40.61","84460","4.8","18.63","24","37.76","51.04","62.77","38750","49910","78540","106160","130560",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","47-1011","First-Line Supervisors of Construction Trades and Extraction Workers","detailed","560","8.1","5.0259999999999998","1.06",NA,NA,"39.270000000000003","81680","3.4","23.31","29.72","37.75","47.98","60.45","48470","61820","78510","99800","125740",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","47-2211","Sheet Metal Workers","detailed","70","39.1","0.61799999999999999","0.71",NA,NA,"27.36","56920","5.0999999999999996","15.12","22.42","28.55","28.55","44.75","31440","46640","59380","59390","93080",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","49-9099","Installation, Maintenance, and Repair Workers, All Other","detailed","180","12.3","1.6539999999999999","1.42",NA,NA,"20.29","42210","3","14.77","15.99","18.100000000000001","22.65","28.06","30730","33260","37640","47110","58360",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","51-4041","Machinists","detailed","190","11.3","1.702","0.72",NA,NA,"26.61","55360","2.4","16.25","18.97","22.47","28.96","57.95","33790","39460","46740","60230","120540",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","51-9012","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","detailed","340","7.3","3.08","8.92",NA,NA,"25.08","52170","2.6","14.37","16.940000000000001","22.16","29.66","43.95","29900","35240","46100","61690","91420",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","11-3051","Industrial Production Managers","detailed","240","4.3","1.2549999999999999","0.92",NA,NA,"57.31","119200","2.4","31.32","38.4","53.53","67.13","83.92","65140","79870","111350","139630","174550",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","11-3071","Transportation, Storage, and Distribution Managers","detailed","190","10.3","0.999","0.97",NA,NA,"52.18","108530","1.6","28.37","36.909999999999997","47.62","61.38","78.86","59010","76760","99040","127670","164020",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","11-9041","Architectural and Engineering Managers","detailed","400","6.3","2.0590000000000002","1.55",NA,NA,"82.06","170680","1.9","52.01","62.59","78.680000000000007","99.47","#","108190","130200","163650","206890","#",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","11-9199","Managers, All Other","detailed","840","2.2999999999999998","4.3280000000000003","1.22",NA,NA,"70.89","147460","1.1000000000000001","37.1","48.19","66.099999999999994","80.73","#","77170","100240","137480","167920","#",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","17-2051","Civil Engineers","detailed","410","11.2","2.1080000000000001","0.98",NA,NA,"51.92","108000","1.6","32.39","38.17","48.67","61.92","77.099999999999994","67360","79390","101230","128790","160370",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","17-2071","Electrical Engineers","detailed","370","6.1","1.889","1.43",NA,NA,"58.84","122380","1.5","37.26","41.08","60.95","78.08","80.239999999999995","77500","85440","126780","162410","166890",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","17-2141","Mechanical Engineers","detailed","360","7.7","1.87","0.95",NA,NA,"52.68","109570","1.8","31.29","38.29","48.88","62.09","78.77","65080","79640","101670","129150","163850",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","17-2199","Engineers, All Other","detailed","400","7.8","2.0670000000000002","1.92",NA,NA,"60.35","125520","2.4","37.26","45.82","60.95","71.73","82.93","77500","95300","126780","149200","172490",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","41-4011","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","detailed","300","9.8000000000000007","1.55","0.82",NA,NA,"47.05","97870","5.0999999999999996","23.51","29.89","39.92","61.19","76.540000000000006","48910","62170","83040","127270","159190",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","47-1011","First-Line Supervisors of Construction Trades and Extraction Workers","detailed","640","6.2","3.286","0.7",NA,NA,"38.6","80280","2.4","23.27","29.71","37.33","48.11","59.4","48400","61800","77640","100060","123540",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","47-2211","Sheet Metal Workers","detailed","90","15.6","0.47699999999999998","0.55000000000000004",NA,NA,"31.97","66500","3.5","15.11","22.96","30.37","37.89","48.19","31420","47760","63160","78820","100240",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","49-9099","Installation, Maintenance, and Repair Workers, All Other","detailed","290","6.8","1.468","1.26",NA,NA,"21.59","44910","2.2000000000000002","15.08","17.690000000000001","18.899999999999999","23.71","29.22","31370","36790","39310","49320","60770",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","51-4041","Machinists","detailed","300","7.7","1.53","0.65",NA,NA,"24.2","50330","1.5","14.86","18.37","23.29","29.2","34.869999999999997","30900","38200","48430","60730","72530",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","51-9012","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","detailed","200","20.3","1.05","3.04",NA,NA,"24.47","50890","4.3","14.66","17.309999999999999","21.74","28.62","39.56","30500","36000","45220","59540","82280",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","47-5013","Service Unit Operators, Oil and Gas","detailed","70","18.2","0.36499999999999999","1.57",NA,NA,"30.77","64000","3.9","23.21","29.15","29.8","37.47","38.380000000000003","48280","60630","61980","77930","79830",NA,NA,"ff job"
