"AREA","AREA_TITLE","AREA_TYPE","PRIM_STATE","NAICS","NAICS_TITLE","I_GROUP","OWN_CODE","OCC_CODE","OCC_TITLE","O_GROUP","TOT_EMP","EMP_PRSE","JOBS_1000","LOC_QUOTIENT","PCT_TOTAL","PCT_RPT","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90","ANNUAL","HOURLY","label"
"37100","Oxnard-Thousand Oaks-Ventura, CA","4","CA","000000","Cross-industry","cross-industry","1235","51-9012","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","detailed","130","13.4","0.40200000000000002","1.1499999999999999",NA,NA,"26.69","55510","2","18.010000000000002","21.36","23.17","28.97","36.69","37450","44430","48190","60250","76310",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","11-3051","Industrial Production Managers","detailed","190","2.1","1.619","1.1000000000000001",NA,NA,"71.349999999999994","148410","0.9","39.08","48.13","69.28","87.75","101.18","81290","100120","144100","182520","210450",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","11-3071","Transportation, Storage, and Distribution Managers","detailed","120","3.3","1.002","0.77",NA,NA,"56.08","116650","1.8","29.65","37.200000000000003","50.43","68.39","87.98","61670","77380","104900","142250","183000",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","11-9041","Architectural and Engineering Managers","detailed","210","3.5","1.79","1.31",NA,NA,"85.55","177940","1.6","57.42","69.400000000000006","82.08","104.13","107.14","119430","144360","170730","216580","222840",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","11-9199","Managers, All Other","detailed","340","3.4","2.7970000000000002","0.72",NA,NA,"70.400000000000006","146430","1.5","35.119999999999997","48.71","63.79","86.17","106.43","73060","101310","132670","179230","221380",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","17-2051","Civil Engineers","detailed","630","5","5.2919999999999998","2.4500000000000002",NA,NA,"52.04","108230","1.4","34.47","38.200000000000003","48.22","61.93","76.349999999999994","71710","79450","100290","128820","158810",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","17-2071","Electrical Engineers","detailed","90","13.6","0.745","0.61",NA,NA,"61.1","127080","3","39.53","46.2","62.73","77.77","81.88","82230","96090","130470","161760","170310",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","17-2141","Mechanical Engineers","detailed","140","23","1.19","0.64",NA,NA,"50.98","106040","3.8","35.450000000000003","37.61","49.05","60.85","67.459999999999994","73740","78230","102020","126570","140310",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","17-2199","Engineers, All Other","detailed","110","15.7","0.88100000000000001","0.89",NA,NA,"52.93","110100","2.9","34.39","39.270000000000003","49.23","65.010000000000005","79.489999999999995","71530","81690","102390","135210","165330",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","41-4011","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","detailed","100","9","0.80800000000000005","0.39",NA,NA,"40.369999999999997","83960","10.199999999999999","16.28","22.54","31.69","48.28","73.14","33870","46880","65920","100410","152130",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","47-1011","First-Line Supervisors of Construction Trades and Extraction Workers","detailed","710","17.8","5.93","1.1599999999999999",NA,NA,"42.73","88890","2.1","28.67","35.18","38.85","49.31","61","59640","73180","80800","102570","126880",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","47-2211","Sheet Metal Workers","detailed","60","17.2","0.496","0.65",NA,NA,"32.43","67460","8.4","21.28","21.28","31.98","37.67","48.69","44260","44260","66510","78360","101280",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","47-2231","Solar Photovoltaic Installers","detailed","90","21.7","0.78500000000000003","4.87",NA,NA,"26.2","54490","1.6","22.28","22.28","24.3","30.18","30.95","46340","46340","50540","62770","64370",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","49-9099","Installation, Maintenance, and Repair Workers, All Other","detailed","180","8.1999999999999993","1.4690000000000001","1.27",NA,NA,"25.19","52400","2.5","17.28","18.850000000000001","22.26","30.14","36.61","35930","39210","46300","62700","76160",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","51-4041","Machinists","detailed","150","10.7","1.2549999999999999","0.66",NA,NA,"31.77","66070","2.2999999999999998","21.65","23.57","27.95","31.74","66.48","45030","49030","58140","66020","138290",NA,NA,"green job"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","4","CA","000000","Cross-industry","cross-industry","1235","51-9012","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","detailed","400","4.2","3.3239999999999998","9.49",NA,NA,"30.79","64040","3.5","16.78","18.41","24.35","36.18","57.9","34900","38300","50650","75250","120430",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","11-3051","Industrial Production Managers","detailed","300","3.3","1.482","1.01",NA,NA,"63.07","131190","1.8","37.24","42.95","59.61","77.89","96.22","77470","89340","123990","162000","200130",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","11-3071","Transportation, Storage, and Distribution Managers","detailed","220","7.4","1.087","0.83",NA,NA,"54.96","114310","1.6","27.3","34.76","46.82","64.38","85.03","56780","72310","97390","133900","176860",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","11-9041","Architectural and Engineering Managers","detailed","430","3.7","2.1280000000000001","1.56",NA,NA,"91.09","189470","1","62.23","76.17","87.83","105.88","#","129430","158440","182690","220230","#",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","11-9199","Managers, All Other","detailed","910","1.7","4.4729999999999999","1.1499999999999999",NA,NA,"85.41","177650","1.1000000000000001","37.82","60.75","80.930000000000007","101.46","#","78660","126370","168340","211050","#",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","17-2051","Civil Engineers","detailed","450","5.7","2.2370000000000001","1.04",NA,NA,"52.87","109970","2.6","35.76","38.51","47.98","63.54","78.52","74380","80100","99790","132170","163320",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","17-2071","Electrical Engineers","detailed","320","10.9","1.605","1.31",NA,NA,"74.14","154220","4.5999999999999996","37.69","48.22","62.62","84.97","104.54","78400","100290","130250","176730","217450",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","17-2141","Mechanical Engineers","detailed","340","4.2","1.6679999999999999","0.9",NA,NA,"64.38","133910","1.1000000000000001","36.369999999999997","44.98","58.25","73.03","89.59","75650","93550","121160","151910","186340",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","17-2199","Engineers, All Other","detailed","580","4.5999999999999996","2.8639999999999999","2.88",NA,NA,"66.22","137730","0.7","40.950000000000003","50.06","63.08","80.02","85.9","85180","104130","131210","166440","178670",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","41-4011","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","detailed","260","9.8000000000000007","1.2629999999999999","0.62",NA,NA,"51.17","106420","4.5999999999999996","24.55","30.91","45.1","63.32","77.430000000000007","51070","64290","93810","131700","161050",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","47-1011","First-Line Supervisors of Construction Trades and Extraction Workers","detailed","670","7.3","3.3340000000000001","0.65",NA,NA,"41.18","85650","1.4","28.11","32.04","37.979999999999997","48.23","59.6","58460","66650","79000","100310","123980",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","47-2211","Sheet Metal Workers","detailed","60","13.9","0.317","0.41",NA,NA,"38.96","81030","4.8","19.32","22.52","33.65","56.01","63.02","40180","46850","69990","116500","131090",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","49-9099","Installation, Maintenance, and Repair Workers, All Other","detailed","310","7.9","1.5109999999999999","1.3",NA,NA,"26.29","54680","2.1","17.62","18.63","24.17","30.69","36.99","36650","38750","50270","63840","76930",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","51-4041","Machinists","detailed","200","6.3","1.002","0.52",NA,NA,"28.3","58860","1.2","18.28","22.29","28.32","31.52","39.86","38030","46370","58900","65570","82920",NA,NA,"green job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","51-9012","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","detailed","200","6.3","0.98799999999999999","2.82",NA,NA,"32.590000000000003","67780","3.1","19.09","22.77","28.87","37.6","56","39710","47360","60060","78200","116480",NA,NA,"green job"
"37100","Oxnard-Thousand Oaks-Ventura, CA","4","CA","000000","Cross-industry","cross-industry","1235","47-5013","Service Unit Operators, Oil and Gas","detailed","300","5.3","0.95799999999999996","3.15",NA,NA,"27.55","57310","2.2000000000000002","18.32","21.62","24.54","30.47","39.15","38110","44970","51050","63380","81430",NA,NA,"ff job"
"37100","Oxnard-Thousand Oaks-Ventura, CA","4","CA","000000","Cross-industry","cross-industry","1235","47-5071","Roustabouts, Oil and Gas","detailed","40","23.1","0.11799999999999999","0.41",NA,NA,"31.07","64630","7.6","18.489999999999998","27.05","28.15","34.049999999999997","54.4","38460","56270","58550","70820","113160",NA,NA,"ff job"
"42200","Santa Maria-Santa Barbara, CA","4","CA","000000","Cross-industry","cross-industry","1235","47-5013","Service Unit Operators, Oil and Gas","detailed","130","12.3","0.63200000000000001","2.08",NA,NA,"32.28","67140","7.6","22.02","22.81","29.25","40.24","50.42","45800","47450","60840","83700","104880",NA,NA,"ff job"
