"zipcode","year","occupation","estimate","margin_of_error","county"
"93432",2021,"computer_and_mathematical_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"architecture_and_engineering_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"life_physical_and_social_science_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"community_and_social_service_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"legal_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"educational_instruction_and_library_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"health_technologists_and_technicians",NA,NA,"San Luis Obispo"
"93432",2021,"healthcare_support_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93432",2021,"law_enforcement_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93432",2021,"food_preparation_and_serving_related_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"building_and_grounds_cleaning_and_maintenance_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"personal_care_and_service_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"sales_and_related_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"office_and_administrative_support_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"farming_fishing_and_forestry_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"construction_and_extraction_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"installation_maintenance_and_repair_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"production_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"transportation_occupations",NA,NA,"San Luis Obispo"
"93432",2021,"material_moving_occupations",NA,NA,"San Luis Obispo"
"93433",2021,"civilian_employed_population_16_years_and_over_with_earnings",36059,4407,"San Luis Obispo"
"93433",2021,"management_occupations",69091,41402,"San Luis Obispo"
"93433",2021,"business_and_financial_operations_occupations",49068,6376,"San Luis Obispo"
"93433",2021,"computer_and_mathematical_occupations",60859,39029,"San Luis Obispo"
"93433",2021,"architecture_and_engineering_occupations",57422,16127,"San Luis Obispo"
"93433",2021,"life_physical_and_social_science_occupations",180361,179141,"San Luis Obispo"
"93433",2021,"community_and_social_service_occupations",53065,20883,"San Luis Obispo"
"93433",2021,"legal_occupations",80982,190502,"San Luis Obispo"
"93433",2021,"educational_instruction_and_library_occupations",35781,34032,"San Luis Obispo"
"93433",2021,"arts_design_entertainment_sports_and_media_occupations",56875,64190,"San Luis Obispo"
"93433",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",83878,992,"San Luis Obispo"
"93433",2021,"health_technologists_and_technicians",35028,18413,"San Luis Obispo"
"93433",2021,"healthcare_support_occupations",33089,18680,"San Luis Obispo"
"93433",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93433",2021,"law_enforcement_workers_including_supervisors",96062,871,"San Luis Obispo"
"93433",2021,"food_preparation_and_serving_related_occupations",19485,8758,"San Luis Obispo"
"93433",2021,"building_and_grounds_cleaning_and_maintenance_occupations",31808,13445,"San Luis Obispo"
"93433",2021,"personal_care_and_service_occupations",50326,58125,"San Luis Obispo"
"93433",2021,"sales_and_related_occupations",20596,11963,"San Luis Obispo"
"93433",2021,"office_and_administrative_support_occupations",41029,10078,"San Luis Obispo"
"93433",2021,"farming_fishing_and_forestry_occupations",15253,6599,"San Luis Obispo"
"93433",2021,"construction_and_extraction_occupations",26992,3518,"San Luis Obispo"
"93433",2021,"installation_maintenance_and_repair_occupations",54545,31613,"San Luis Obispo"
"93433",2021,"production_occupations",34223,6709,"San Luis Obispo"
"93433",2021,"transportation_occupations",58750,25317,"San Luis Obispo"
"93433",2021,"material_moving_occupations",NA,NA,"San Luis Obispo"
"93434",2021,"civilian_employed_population_16_years_and_over_with_earnings",30117,2857,"Santa Barbara"
"93434",2021,"management_occupations",34491,22741,"Santa Barbara"
"93434",2021,"business_and_financial_operations_occupations",69375,26744,"Santa Barbara"
"93434",2021,"computer_and_mathematical_occupations",NA,NA,"Santa Barbara"
"93434",2021,"architecture_and_engineering_occupations",NA,NA,"Santa Barbara"
"93434",2021,"life_physical_and_social_science_occupations",NA,NA,"Santa Barbara"
"93434",2021,"community_and_social_service_occupations",NA,NA,"Santa Barbara"
"93434",2021,"legal_occupations",NA,NA,"Santa Barbara"
"93434",2021,"educational_instruction_and_library_occupations",31111,70652,"Santa Barbara"
"93434",2021,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"Santa Barbara"
"93434",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"Santa Barbara"
"93434",2021,"health_technologists_and_technicians",45938,43689,"Santa Barbara"
"93434",2021,"healthcare_support_occupations",27870,20325,"Santa Barbara"
"93434",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",38750,29849,"Santa Barbara"
"93434",2021,"law_enforcement_workers_including_supervisors",NA,NA,"Santa Barbara"
"93434",2021,"food_preparation_and_serving_related_occupations",14099,7657,"Santa Barbara"
"93434",2021,"building_and_grounds_cleaning_and_maintenance_occupations",12917,17952,"Santa Barbara"
"93434",2021,"personal_care_and_service_occupations",NA,NA,"Santa Barbara"
"93434",2021,"sales_and_related_occupations",28705,21004,"Santa Barbara"
"93434",2021,"office_and_administrative_support_occupations",41458,16973,"Santa Barbara"
"93434",2021,"farming_fishing_and_forestry_occupations",25909,7602,"Santa Barbara"
"93434",2021,"construction_and_extraction_occupations",43447,19099,"Santa Barbara"
"93434",2021,"installation_maintenance_and_repair_occupations",55243,31775,"Santa Barbara"
"93434",2021,"production_occupations",24861,4161,"Santa Barbara"
"93434",2021,"transportation_occupations",41845,13351,"Santa Barbara"
"93434",2021,"material_moving_occupations",25685,9121,"Santa Barbara"
"93436",2021,"civilian_employed_population_16_years_and_over_with_earnings",34490,2833,"Santa Barbara"
"93436",2021,"management_occupations",71151,9730,"Santa Barbara"
"93436",2021,"business_and_financial_operations_occupations",57461,13319,"Santa Barbara"
"93436",2021,"computer_and_mathematical_occupations",85099,25319,"Santa Barbara"
"93436",2021,"architecture_and_engineering_occupations",94539,18412,"Santa Barbara"
"93436",2021,"life_physical_and_social_science_occupations",39864,34583,"Santa Barbara"
"93436",2021,"community_and_social_service_occupations",41208,2494,"Santa Barbara"
"93436",2021,"legal_occupations",69500,74643,"Santa Barbara"
"93436",2021,"educational_instruction_and_library_occupations",27587,5660,"Santa Barbara"
"93436",2021,"arts_design_entertainment_sports_and_media_occupations",39826,19485,"Santa Barbara"
"93436",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",87386,17922,"Santa Barbara"
"93436",2021,"health_technologists_and_technicians",39028,7764,"Santa Barbara"
"93436",2021,"healthcare_support_occupations",19929,9506,"Santa Barbara"
"93436",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",58708,60151,"Santa Barbara"
"93436",2021,"law_enforcement_workers_including_supervisors",94792,20314,"Santa Barbara"
"93436",2021,"food_preparation_and_serving_related_occupations",20679,3696,"Santa Barbara"
"93436",2021,"building_and_grounds_cleaning_and_maintenance_occupations",25149,9345,"Santa Barbara"
"93436",2021,"personal_care_and_service_occupations",28669,6970,"Santa Barbara"
"93436",2021,"sales_and_related_occupations",25121,5478,"Santa Barbara"
"93436",2021,"office_and_administrative_support_occupations",34334,8622,"Santa Barbara"
"93436",2021,"farming_fishing_and_forestry_occupations",26607,5733,"Santa Barbara"
"93436",2021,"construction_and_extraction_occupations",42007,5756,"Santa Barbara"
"93436",2021,"installation_maintenance_and_repair_occupations",54205,13647,"Santa Barbara"
"93436",2021,"production_occupations",36841,5212,"Santa Barbara"
"93436",2021,"transportation_occupations",31208,11809,"Santa Barbara"
"93436",2021,"material_moving_occupations",26042,3487,"Santa Barbara"
"93437",2021,"civilian_employed_population_16_years_and_over_with_earnings",29189,3894,"Santa Barbara"
"93437",2021,"management_occupations",41042,13230,"Santa Barbara"
"93437",2021,"business_and_financial_operations_occupations",53045,2572,"Santa Barbara"
"93437",2021,"computer_and_mathematical_occupations",123750,106554,"Santa Barbara"
"93437",2021,"architecture_and_engineering_occupations",NA,NA,"Santa Barbara"
"93437",2021,"life_physical_and_social_science_occupations",NA,NA,"Santa Barbara"
"93437",2021,"community_and_social_service_occupations",NA,NA,"Santa Barbara"
"93437",2021,"legal_occupations",NA,NA,"Santa Barbara"
"93437",2021,"educational_instruction_and_library_occupations",13571,24529,"Santa Barbara"
"93437",2021,"arts_design_entertainment_sports_and_media_occupations",30938,25648,"Santa Barbara"
"93437",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"Santa Barbara"
"93437",2021,"health_technologists_and_technicians",NA,NA,"Santa Barbara"
"93437",2021,"healthcare_support_occupations",28077,2021,"Santa Barbara"
"93437",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"Santa Barbara"
"93437",2021,"law_enforcement_workers_including_supervisors",29476,17588,"Santa Barbara"
"93437",2021,"food_preparation_and_serving_related_occupations",15500,7583,"Santa Barbara"
"93437",2021,"building_and_grounds_cleaning_and_maintenance_occupations",NA,NA,"Santa Barbara"
"93437",2021,"personal_care_and_service_occupations",35089,43352,"Santa Barbara"
"93437",2021,"sales_and_related_occupations",10417,26737,"Santa Barbara"
"93437",2021,"office_and_administrative_support_occupations",19464,5465,"Santa Barbara"
"93437",2021,"farming_fishing_and_forestry_occupations",NA,NA,"Santa Barbara"
"93437",2021,"construction_and_extraction_occupations",39922,26371,"Santa Barbara"
"93437",2021,"installation_maintenance_and_repair_occupations",NA,NA,"Santa Barbara"
"93437",2021,"production_occupations",NA,NA,"Santa Barbara"
"93437",2021,"transportation_occupations",NA,NA,"Santa Barbara"
"93437",2021,"material_moving_occupations",NA,NA,"Santa Barbara"
"93440",2021,"civilian_employed_population_16_years_and_over_with_earnings",60775,34660,"Santa Barbara"
"93440",2021,"management_occupations",116861,20492,"Santa Barbara"
"93440",2021,"business_and_financial_operations_occupations",75667,73768,"Santa Barbara"
"93440",2021,"computer_and_mathematical_occupations",NA,NA,"Santa Barbara"
"93440",2021,"architecture_and_engineering_occupations",NA,NA,"Santa Barbara"
"93440",2021,"life_physical_and_social_science_occupations",NA,NA,"Santa Barbara"
"93440",2021,"community_and_social_service_occupations",NA,NA,"Santa Barbara"
"93440",2021,"legal_occupations",NA,NA,"Santa Barbara"
"93440",2021,"educational_instruction_and_library_occupations",NA,NA,"Santa Barbara"
"93440",2021,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"Santa Barbara"
"93440",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"Santa Barbara"
"93440",2021,"health_technologists_and_technicians",NA,NA,"Santa Barbara"
"93440",2021,"healthcare_support_occupations",NA,NA,"Santa Barbara"
"93440",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"Santa Barbara"
"93440",2021,"law_enforcement_workers_including_supervisors",NA,NA,"Santa Barbara"
"93440",2021,"food_preparation_and_serving_related_occupations",6270,184,"Santa Barbara"
"93440",2021,"building_and_grounds_cleaning_and_maintenance_occupations",NA,NA,"Santa Barbara"
"93440",2021,"personal_care_and_service_occupations",NA,NA,"Santa Barbara"
"93440",2021,"sales_and_related_occupations",11349,92169,"Santa Barbara"
"93440",2021,"office_and_administrative_support_occupations",225054,366559,"Santa Barbara"
"93440",2021,"farming_fishing_and_forestry_occupations",NA,NA,"Santa Barbara"
"93440",2021,"construction_and_extraction_occupations",NA,NA,"Santa Barbara"
"93440",2021,"installation_maintenance_and_repair_occupations",NA,NA,"Santa Barbara"
"93440",2021,"production_occupations",NA,NA,"Santa Barbara"
"93440",2021,"transportation_occupations",NA,NA,"Santa Barbara"
"93440",2021,"material_moving_occupations",NA,NA,"Santa Barbara"
"93441",2021,"civilian_employed_population_16_years_and_over_with_earnings",49643,15442,"Santa Barbara"
"93441",2021,"management_occupations",49167,8309,"Santa Barbara"
"93441",2021,"business_and_financial_operations_occupations",113875,220917,"Santa Barbara"
"93441",2021,"computer_and_mathematical_occupations",NA,NA,"Santa Barbara"
"93441",2021,"architecture_and_engineering_occupations",66950,34217,"Santa Barbara"
"93441",2021,"life_physical_and_social_science_occupations",NA,NA,"Santa Barbara"
"93441",2021,"community_and_social_service_occupations",NA,NA,"Santa Barbara"
"93441",2021,"legal_occupations",NA,NA,"Santa Barbara"
"93441",2021,"educational_instruction_and_library_occupations",5938,18835,"Santa Barbara"
"93441",2021,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"Santa Barbara"
"93441",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"Santa Barbara"
"93441",2021,"health_technologists_and_technicians",NA,NA,"Santa Barbara"
"93441",2021,"healthcare_support_occupations",NA,NA,"Santa Barbara"
"93441",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"Santa Barbara"
"93441",2021,"law_enforcement_workers_including_supervisors",NA,NA,"Santa Barbara"
"93441",2021,"food_preparation_and_serving_related_occupations",NA,NA,"Santa Barbara"
"93441",2021,"building_and_grounds_cleaning_and_maintenance_occupations",NA,NA,"Santa Barbara"
"93441",2021,"personal_care_and_service_occupations",43750,45591,"Santa Barbara"
"93441",2021,"sales_and_related_occupations",67361,443540,"Santa Barbara"
"93441",2021,"office_and_administrative_support_occupations",33036,9394,"Santa Barbara"
"93441",2021,"farming_fishing_and_forestry_occupations",NA,NA,"Santa Barbara"
"93441",2021,"construction_and_extraction_occupations",NA,NA,"Santa Barbara"
"93441",2021,"installation_maintenance_and_repair_occupations",NA,NA,"Santa Barbara"
"93441",2021,"production_occupations",NA,NA,"Santa Barbara"
"93441",2021,"transportation_occupations",NA,NA,"Santa Barbara"
"93441",2021,"material_moving_occupations",NA,NA,"Santa Barbara"
"93442",2021,"civilian_employed_population_16_years_and_over_with_earnings",44833,9533,"San Luis Obispo"
"93442",2021,"management_occupations",110161,105024,"San Luis Obispo"
"93442",2021,"business_and_financial_operations_occupations",76902,24654,"San Luis Obispo"
"93442",2021,"computer_and_mathematical_occupations",160263,51976,"San Luis Obispo"
"93442",2021,"architecture_and_engineering_occupations",73906,41892,"San Luis Obispo"
"93442",2021,"life_physical_and_social_science_occupations",68750,46905,"San Luis Obispo"
"93442",2021,"community_and_social_service_occupations",67000,12033,"San Luis Obispo"
"93442",2021,"legal_occupations",118750,6503,"San Luis Obispo"
"93442",2021,"educational_instruction_and_library_occupations",56667,40577,"San Luis Obispo"
"93442",2021,"arts_design_entertainment_sports_and_media_occupations",43750,55704,"San Luis Obispo"
"93442",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",74024,4551,"San Luis Obispo"
"93442",2021,"health_technologists_and_technicians",39524,20295,"San Luis Obispo"
"93442",2021,"healthcare_support_occupations",32639,35904,"San Luis Obispo"
"93442",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93442",2021,"law_enforcement_workers_including_supervisors",82716,38312,"San Luis Obispo"
"93442",2021,"food_preparation_and_serving_related_occupations",22313,18617,"San Luis Obispo"
"93442",2021,"building_and_grounds_cleaning_and_maintenance_occupations",19035,2613,"San Luis Obispo"
"93442",2021,"personal_care_and_service_occupations",55523,39401,"San Luis Obispo"
"93442",2021,"sales_and_related_occupations",16589,4261,"San Luis Obispo"
"93442",2021,"office_and_administrative_support_occupations",40779,9299,"San Luis Obispo"
"93442",2021,"farming_fishing_and_forestry_occupations",58277,5598,"San Luis Obispo"
"93442",2021,"construction_and_extraction_occupations",56550,25158,"San Luis Obispo"
"93442",2021,"installation_maintenance_and_repair_occupations",17143,25605,"San Luis Obispo"
"93442",2021,"production_occupations",45043,19851,"San Luis Obispo"
"93442",2021,"transportation_occupations",61293,44116,"San Luis Obispo"
"93442",2021,"material_moving_occupations",13382,7312,"San Luis Obispo"
"93444",2021,"civilian_employed_population_16_years_and_over_with_earnings",43461,3149,"San Luis Obispo"
"93444",2021,"management_occupations",72697,46231,"San Luis Obispo"
"93444",2021,"business_and_financial_operations_occupations",76707,7177,"San Luis Obispo"
"93444",2021,"computer_and_mathematical_occupations",76500,17582,"San Luis Obispo"
"93444",2021,"architecture_and_engineering_occupations",92000,71472,"San Luis Obispo"
"93444",2021,"life_physical_and_social_science_occupations",NA,NA,"San Luis Obispo"
"93444",2021,"community_and_social_service_occupations",44423,16782,"San Luis Obispo"
"93444",2021,"legal_occupations",33750,9481,"San Luis Obispo"
"93444",2021,"educational_instruction_and_library_occupations",73500,49441,"San Luis Obispo"
"93444",2021,"arts_design_entertainment_sports_and_media_occupations",10083,25469,"San Luis Obispo"
"93444",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",93455,36267,"San Luis Obispo"
"93444",2021,"health_technologists_and_technicians",67950,32188,"San Luis Obispo"
"93444",2021,"healthcare_support_occupations",26569,13695,"San Luis Obispo"
"93444",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",85417,120765,"San Luis Obispo"
"93444",2021,"law_enforcement_workers_including_supervisors",39048,16704,"San Luis Obispo"
"93444",2021,"food_preparation_and_serving_related_occupations",7835,6409,"San Luis Obispo"
"93444",2021,"building_and_grounds_cleaning_and_maintenance_occupations",30313,5492,"San Luis Obispo"
"93444",2021,"personal_care_and_service_occupations",21800,10879,"San Luis Obispo"
"93444",2021,"sales_and_related_occupations",29884,13043,"San Luis Obispo"
"93444",2021,"office_and_administrative_support_occupations",39360,7689,"San Luis Obispo"
"93444",2021,"farming_fishing_and_forestry_occupations",33042,11496,"San Luis Obispo"
"93444",2021,"construction_and_extraction_occupations",43434,9457,"San Luis Obispo"
"93444",2021,"installation_maintenance_and_repair_occupations",54488,16860,"San Luis Obispo"
"93444",2021,"production_occupations",74417,106793,"San Luis Obispo"
"93444",2021,"transportation_occupations",51307,10591,"San Luis Obispo"
"93444",2021,"material_moving_occupations",43295,21149,"San Luis Obispo"
"93445",2021,"civilian_employed_population_16_years_and_over_with_earnings",37299,8796,"San Luis Obispo"
"93445",2021,"management_occupations",58636,1582,"San Luis Obispo"
"93445",2021,"business_and_financial_operations_occupations",67993,7169,"San Luis Obispo"
"93445",2021,"computer_and_mathematical_occupations",NA,NA,"San Luis Obispo"
"93445",2021,"architecture_and_engineering_occupations",NA,NA,"San Luis Obispo"
"93445",2021,"life_physical_and_social_science_occupations",NA,NA,"San Luis Obispo"
"93445",2021,"community_and_social_service_occupations",NA,NA,"San Luis Obispo"
"93445",2021,"legal_occupations",NA,NA,"San Luis Obispo"
"93445",2021,"educational_instruction_and_library_occupations",85690,30816,"San Luis Obispo"
"93445",2021,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"San Luis Obispo"
"93445",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"San Luis Obispo"
"93445",2021,"health_technologists_and_technicians",NA,NA,"San Luis Obispo"
"93445",2021,"healthcare_support_occupations",28504,2527,"San Luis Obispo"
"93445",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93445",2021,"law_enforcement_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93445",2021,"food_preparation_and_serving_related_occupations",20485,5882,"San Luis Obispo"
"93445",2021,"building_and_grounds_cleaning_and_maintenance_occupations",27276,15500,"San Luis Obispo"
"93445",2021,"personal_care_and_service_occupations",NA,NA,"San Luis Obispo"
"93445",2021,"sales_and_related_occupations",42575,61572,"San Luis Obispo"
"93445",2021,"office_and_administrative_support_occupations",28348,13977,"San Luis Obispo"
"93445",2021,"farming_fishing_and_forestry_occupations",NA,NA,"San Luis Obispo"
"93445",2021,"construction_and_extraction_occupations",22175,39100,"San Luis Obispo"
"93445",2021,"installation_maintenance_and_repair_occupations",NA,NA,"San Luis Obispo"
"93445",2021,"production_occupations",63995,8216,"San Luis Obispo"
"93445",2021,"transportation_occupations",39097,41039,"San Luis Obispo"
"93445",2021,"material_moving_occupations",24737,43608,"San Luis Obispo"
"93446",2021,"civilian_employed_population_16_years_and_over_with_earnings",40571,3870,"San Luis Obispo"
"93446",2021,"management_occupations",69988,8629,"San Luis Obispo"
"93446",2021,"business_and_financial_operations_occupations",65938,16690,"San Luis Obispo"
"93446",2021,"computer_and_mathematical_occupations",90909,44599,"San Luis Obispo"
"93446",2021,"architecture_and_engineering_occupations",89722,22445,"San Luis Obispo"
"93446",2021,"life_physical_and_social_science_occupations",97250,23422,"San Luis Obispo"
"93446",2021,"community_and_social_service_occupations",55938,12291,"San Luis Obispo"
"93446",2021,"legal_occupations",230513,140311,"San Luis Obispo"
"93446",2021,"educational_instruction_and_library_occupations",45372,22811,"San Luis Obispo"
"93446",2021,"arts_design_entertainment_sports_and_media_occupations",54914,14743,"San Luis Obispo"
"93446",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",95313,26961,"San Luis Obispo"
"93446",2021,"health_technologists_and_technicians",46202,12449,"San Luis Obispo"
"93446",2021,"healthcare_support_occupations",27712,4262,"San Luis Obispo"
"93446",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",69375,73673,"San Luis Obispo"
"93446",2021,"law_enforcement_workers_including_supervisors",97530,7798,"San Luis Obispo"
"93446",2021,"food_preparation_and_serving_related_occupations",15539,2307,"San Luis Obispo"
"93446",2021,"building_and_grounds_cleaning_and_maintenance_occupations",18750,8332,"San Luis Obispo"
"93446",2021,"personal_care_and_service_occupations",23674,1106,"San Luis Obispo"
"93446",2021,"sales_and_related_occupations",33017,3577,"San Luis Obispo"
"93446",2021,"office_and_administrative_support_occupations",36502,1519,"San Luis Obispo"
"93446",2021,"farming_fishing_and_forestry_occupations",29980,2929,"San Luis Obispo"
"93446",2021,"construction_and_extraction_occupations",48050,26218,"San Luis Obispo"
"93446",2021,"installation_maintenance_and_repair_occupations",44906,14450,"San Luis Obispo"
"93446",2021,"production_occupations",36978,2036,"San Luis Obispo"
"93446",2021,"transportation_occupations",41973,5753,"San Luis Obispo"
"93446",2021,"material_moving_occupations",24805,6343,"San Luis Obispo"
"93449",2021,"civilian_employed_population_16_years_and_over_with_earnings",57148,11617,"San Luis Obispo"
"93449",2021,"management_occupations",64674,41150,"San Luis Obispo"
"93449",2021,"business_and_financial_operations_occupations",96375,59217,"San Luis Obispo"
"93449",2021,"computer_and_mathematical_occupations",67770,67337,"San Luis Obispo"
"93449",2021,"architecture_and_engineering_occupations",94304,20982,"San Luis Obispo"
"93449",2021,"life_physical_and_social_science_occupations",83750,56622,"San Luis Obispo"
"93449",2021,"community_and_social_service_occupations",77639,72293,"San Luis Obispo"
"93449",2021,"legal_occupations",NA,NA,"San Luis Obispo"
"93449",2021,"educational_instruction_and_library_occupations",32976,50933,"San Luis Obispo"
"93449",2021,"arts_design_entertainment_sports_and_media_occupations",21607,79460,"San Luis Obispo"
"93449",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",92646,56529,"San Luis Obispo"
"93449",2021,"health_technologists_and_technicians",NA,NA,"San Luis Obispo"
"93449",2021,"healthcare_support_occupations",36367,33416,"San Luis Obispo"
"93449",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93449",2021,"law_enforcement_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93449",2021,"food_preparation_and_serving_related_occupations",30846,17977,"San Luis Obispo"
"93449",2021,"building_and_grounds_cleaning_and_maintenance_occupations",NA,NA,"San Luis Obispo"
"93449",2021,"personal_care_and_service_occupations",39688,31916,"San Luis Obispo"
"93449",2021,"sales_and_related_occupations",80489,30352,"San Luis Obispo"
"93449",2021,"office_and_administrative_support_occupations",40896,18530,"San Luis Obispo"
"93449",2021,"farming_fishing_and_forestry_occupations",NA,NA,"San Luis Obispo"
"93449",2021,"construction_and_extraction_occupations",53277,56951,"San Luis Obispo"
"93449",2021,"installation_maintenance_and_repair_occupations",83185,18515,"San Luis Obispo"
"93449",2021,"production_occupations",38879,36326,"San Luis Obispo"
"93449",2021,"transportation_occupations",19222,159672,"San Luis Obispo"
"93449",2021,"material_moving_occupations",21234,672,"San Luis Obispo"
"93451",2021,"civilian_employed_population_16_years_and_over_with_earnings",34803,9311,"San Luis Obispo"
"93451",2021,"management_occupations",68125,57285,"San Luis Obispo"
"93451",2021,"business_and_financial_operations_occupations",63933,801,"San Luis Obispo"
"93451",2021,"computer_and_mathematical_occupations",NA,NA,"San Luis Obispo"
"93451",2021,"architecture_and_engineering_occupations",122841,63515,"San Luis Obispo"
"93451",2021,"life_physical_and_social_science_occupations",NA,NA,"San Luis Obispo"
"93451",2021,"community_and_social_service_occupations",55114,2930,"San Luis Obispo"
"93451",2021,"legal_occupations",NA,NA,"San Luis Obispo"
"93451",2021,"educational_instruction_and_library_occupations",76379,22078,"San Luis Obispo"
"93451",2021,"arts_design_entertainment_sports_and_media_occupations",44821,35875,"San Luis Obispo"
"93451",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"San Luis Obispo"
"93451",2021,"health_technologists_and_technicians",NA,NA,"San Luis Obispo"
"93451",2021,"healthcare_support_occupations",18485,5032,"San Luis Obispo"
"93451",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93451",2021,"law_enforcement_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93451",2021,"food_preparation_and_serving_related_occupations",25320,13278,"San Luis Obispo"
"93451",2021,"building_and_grounds_cleaning_and_maintenance_occupations",16875,19482,"San Luis Obispo"
"93451",2021,"personal_care_and_service_occupations",NA,NA,"San Luis Obispo"
"93451",2021,"sales_and_related_occupations",42599,40352,"San Luis Obispo"
"93451",2021,"office_and_administrative_support_occupations",38405,18689,"San Luis Obispo"
"93451",2021,"farming_fishing_and_forestry_occupations",26763,6519,"San Luis Obispo"
"93451",2021,"construction_and_extraction_occupations",40781,54905,"San Luis Obispo"
"93451",2021,"installation_maintenance_and_repair_occupations",44866,17138,"San Luis Obispo"
"93451",2021,"production_occupations",44871,16810,"San Luis Obispo"
"93451",2021,"transportation_occupations",53636,11036,"San Luis Obispo"
"93451",2021,"material_moving_occupations",16667,19516,"San Luis Obispo"
"93452",2021,"civilian_employed_population_16_years_and_over_with_earnings",21678,18441,"San Luis Obispo"
"93452",2021,"management_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"business_and_financial_operations_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"computer_and_mathematical_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"architecture_and_engineering_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"life_physical_and_social_science_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"community_and_social_service_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"legal_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"educational_instruction_and_library_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"health_technologists_and_technicians",NA,NA,"San Luis Obispo"
"93452",2021,"healthcare_support_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93452",2021,"law_enforcement_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93452",2021,"food_preparation_and_serving_related_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"building_and_grounds_cleaning_and_maintenance_occupations",19906,1054,"San Luis Obispo"
