"pwgtp","puma","region","county","socp","occupation","occ_type","year","agep","wagp"
6,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","119041","Architectural And Engineering Managers","Green",2023,61,0
5,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","113071","Transportation, Storage, And Distribution Managers","Green",2023,60,73000
10,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,58,0
9,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2023,47,60000
24,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","472211","Sheet Metal Workers","Green",2023,35,20000
14,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","113071","Transportation, Storage, And Distribution Managers","Green",2023,41,65000
24,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,33,250000
5,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,38,70000
15,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,70,55000
14,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2023,41,0
9,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","113071","Transportation, Storage, And Distribution Managers","Green",2023,48,0
22,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,29,124000
11,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2023,57,0
9,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,62,0
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,72,8000
17,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,54,76000
14,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,82,0
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2023,73,20000
12,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2023,53,0
11,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,63,0
19,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","172051","Civil Engineers","Green",2023,66,85000
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,66,10000
15,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,47,136000
8,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,18,10000
10,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,34,64000
9,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2023,55,130000
41,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","172070","Electrical And Electronics Engineers","Green",2023,51,2e+05
47,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,22,5000
16,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,64,85000
11,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,54,102000
14,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,49,184000
11,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,41,135000
15,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,45,170000
33,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,61,0
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,69,102000
20,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2023,30,75000
58,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","514041","Machinists","Green",2023,36,0
11,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,63,190000
9,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,55,0
3,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,73,0
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,67,0
10,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2023,75,0
18,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,50,170000
23,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,47,128000
66,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,26,0
6,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,87,9000
45,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2023,23,65000
41,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","113071","Transportation, Storage, And Distribution Managers","Green",2023,23,53000
11,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,41,120000
22,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,52,14200
14,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,63,122000
10,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2023,19,3500
8,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","4750XX","Other Extraction Workers","Fossil Fuel",2023,65,0
7,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,78,0
12,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","113071","Transportation, Storage, And Distribution Managers","Green",2023,58,106000
10,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","113071","Transportation, Storage, And Distribution Managers","Green",2023,61,110000
12,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2023,63,90000
12,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2023,37,0
13,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,68,210000
14,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,68,40000
27,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,56,225000
14,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","119041","Architectural And Engineering Managers","Green",2023,42,2e+05
23,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,30,95000
35,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,28,80000
43,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,42,274000
8,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2023,67,94000
10,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,71,150000
5,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2023,53,112000
17,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172051","Civil Engineers","Green",2023,36,89000
8,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","113071","Transportation, Storage, And Distribution Managers","Green",2023,62,101000
9,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","172051","Civil Engineers","Green",2023,31,42000
29,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","113051","Industrial Production Managers","Green",2023,42,52000
8,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,44,1e+05
3,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,42,1e+05
11,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","172141","Mechanical Engineers","Green",2023,60,165000
18,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,37,35000
16,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,57,225000
14,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,42,43000
22,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,74,120000
23,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,26,19100
12,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","113071","Transportation, Storage, And Distribution Managers","Green",2023,58,0
17,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,32,52000
41,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,69,684000
17,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,42,2000
8,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,72,85000
32,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,32,180000
6,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,46,150000
11,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","119041","Architectural And Engineering Managers","Green",2023,49,250000
8,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","113071","Transportation, Storage, And Distribution Managers","Green",2023,65,38000
24,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,34,10000
9,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,66,150000
7,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,33,95000
12,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,58,0
2,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,75,24000
7,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,67,3e+05
13,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,77,0
11,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,56,150000
12,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,53,0
21,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","119041","Architectural And Engineering Managers","Green",2023,69,0
10,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,34,140000
17,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,28,0
11,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172051","Civil Engineers","Green",2023,66,0
11,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172141","Mechanical Engineers","Green",2023,65,0
33,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,42,65000
8,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,49,144000
19,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,33,64000
15,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","172051","Civil Engineers","Green",2023,34,70000
9,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,32,82000
6,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,52,10000
18,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,70,8000
37,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2023,63,145000
32,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2023,31,15000
9,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,76,0
65,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2023,63,145000
12,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,56,250000
86,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2023,40,106000
17,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,49,220000
19,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2023,69,164000
15,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,46,120000
24,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,38,86000
41,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","113051","Industrial Production Managers","Green",2023,38,44200
13,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,36,0
42,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,54,150000
49,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,45,1e+05
32,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,30,30000
12,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,68,0
17,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,47,130000
13,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,28,36000
47,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,49,0
11,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,33,80000
81,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,62,185000
16,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,22,20000
9,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,60,0
11,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,44,37000
11,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","113051","Industrial Production Managers","Green",2023,58,108000
16,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,31,150000
44,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,61,90000
13,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,70,0
17,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,57,95000
10,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,83,0
13,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,27,99000
60,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2023,29,95000
18,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,54,1e+05
8,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2023,71,0
8,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","4740XX","Other Construction And Related Workers","Green",2023,43,60000
39,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,30,38400
6,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,55,70000
38,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,38,5000
14,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,36,40000
23,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,47,35000
26,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2023,21,10000
25,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","172051","Civil Engineers","Green",2023,41,1e+05
30,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,29,40000
11,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","172070","Electrical And Electronics Engineers","Green",2023,54,180000
14,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,61,250000
25,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,56,130000
28,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,24,45000
11,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,55,170000
11,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,53,290000
7,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","119041","Architectural And Engineering Managers","Green",2023,65,60000
31,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,64,72000
13,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,67,1e+05
13,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,56,55000
10,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,35,70000
12,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2023,39,75000
24,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,35,50000
24,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2023,34,115000
36,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","518010","Power Plant Operators, Distributors, And Dispatchers","Green",2023,36,1e+05
10,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","475040","Underground Mining Machine Operators","Fossil Fuel",2023,41,42000
48,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","475040","Underground Mining Machine Operators","Fossil Fuel",2023,38,42000
17,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,69,0
35,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,32,123000
10,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,60,99000
63,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,68,40000
21,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,41,135000
22,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2023,30,45000
9,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,45,75000
18,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,53,94000
15,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2023,49,1e+05
10,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,56,0
39,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2023,22,11000
7,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,65,0
47,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,44,120000
11,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,66,1e+05
11,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,62,0
10,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,71,40000
21,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,41,83000
35,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","514041","Machinists","Green",2023,46,43200
11,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,54,25000
19,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,70,0
21,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2023,69,28000
15,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,48,160000
11,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2023,65,16000
10,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","113051","Industrial Production Managers","Green",2023,66,89000
15,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,47,15000
12,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2023,74,0
54,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,25,90000
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,51,0
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,39,158000
13,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","172051","Civil Engineers","Green",2023,59,0
15,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,35,145000
23,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,69,176000
9,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,67,30000
6,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,60,60000
5,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,57,60000
