"pwgtp","puma","region","county","socp","occupation","occ_type","year","agep","wagp"
20,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","411011","411011","Fossil Fuel",2023,79,0
15,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2023,26,80000
13,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","4740XX","Other Construction And Related Workers","Green",2023,23,23000
14,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,42,1e+05
20,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,56,135000
24,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2023,62,0
10,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,53,0
7,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","411011","411011","Fossil Fuel",2023,32,28000
17,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,23,3800
16,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","172141","Mechanical Engineers","Fossil Fuel",2023,62,0
11,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","411011","411011","Fossil Fuel",2023,80,0
7,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,65,113000
28,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,29,42000
8,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,51,8000
18,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2023,50,80000
40,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","514041","Machinists","Green",2023,55,60000
13,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,59,687000
13,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","411011","411011","Fossil Fuel",2023,36,65000
9,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,37,40000
7,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,34,35000
21,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,62,155000
35,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,47,80000
16,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,42,220000
16,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","411011","411011","Fossil Fuel",2023,20,20000
7,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","472211","Sheet Metal Workers","Green",2023,21,30000
14,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172051","Civil Engineers","Green",2023,26,130000
15,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,57,235000
15,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,53,110000
68,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2023,40,95000
21,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,65,2e+05
19,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172070","Electrical And Electronics Engineers","Green",2023,65,0
23,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","113071","Transportation, Storage, And Distribution Managers","Green",2023,38,70000
14,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,82,25000
21,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2023,24,10000
8,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","411011","411011","Fossil Fuel",2023,54,75000
10,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","411011","411011","Fossil Fuel",2023,69,250000
12,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2023,68,75000
15,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","411011","411011","Fossil Fuel",2023,43,20000
12,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,42,40000
24,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2023,19,6000
19,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","172141","Mechanical Engineers","Fossil Fuel",2023,38,122000
18,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","172141","Mechanical Engineers","Fossil Fuel",2023,39,110000
12,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","119041","Architectural And Engineering Managers","Green",2023,77,0
16,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,47,101000
9,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,18,1000
11,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","253041","253041","Fossil Fuel",2023,20,900
5,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","253041","253041","Fossil Fuel",2023,22,0
5,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","514041","Machinists","Green",2023,23,25000
18,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","472231","Solar Photovoltaic Installers","Green",2023,27,35000
18,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,18,10000
10,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","472231","Solar Photovoltaic Installers","Green",2023,27,35000
8,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,19,1200
3,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,76,0
19,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,47,101000
3,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,68,90000
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,18,10000
21,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,19,10000
19,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,47,101000
10,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,47,101000
7,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,76,0
3,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","514041","Machinists","Green",2023,23,25000
4,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,47,101000
6,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","253041","253041","Fossil Fuel",2023,20,1000
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,68,90000
19,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","411011","411011","Fossil Fuel",2023,51,35000
17,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,40,120000
8,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,48,95000
10,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","411011","411011","Fossil Fuel",2023,59,60000
34,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2023,60,6000
18,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,63,65000
12,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","411011","411011","Fossil Fuel",2023,41,120000
11,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1940XX","Environmental Science And Geoscience Technicians, And Nuclear Technicians","Green",2023,66,0
9,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,62,40000
6,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,71,43800
11,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,57,60000
10,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2023,73,0
16,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","411011","411011","Fossil Fuel",2023,37,350000
12,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,69,0
13,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","411011","411011","Fossil Fuel",2023,43,55000
12,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","172051","Civil Engineers","Green",2023,63,125000
14,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,59,64000
13,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","514041","Machinists","Green",2023,69,118000
13,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","411011","411011","Fossil Fuel",2023,36,684000
6,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1721YY","Other Engineers","Fossil Fuel",2023,63,0
24,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","411011","411011","Fossil Fuel",2023,61,56000
30,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","411011","411011","Fossil Fuel",2023,29,36000
14,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,29,130000
13,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","113051","Industrial Production Managers","Green",2023,59,0
13,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,59,250000
11,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,58,340000
14,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1721YY","Other Engineers","Fossil Fuel",2023,29,78000
13,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","411011","411011","Fossil Fuel",2023,22,32000
54,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","119041","Architectural And Engineering Managers","Green",2023,31,176000
8,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","411011","411011","Fossil Fuel",2023,39,36000
94,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,53,0
14,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","119041","Architectural And Engineering Managers","Green",2023,32,114000
7,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,65,0
12,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","172141","Mechanical Engineers","Fossil Fuel",2023,33,105000
11,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,61,170000
11,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","514041","Machinists","Green",2023,70,65000
41,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,50,339000
29,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","253041","253041","Fossil Fuel",2023,16,0
34,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1721YY","Other Engineers","Fossil Fuel",2023,53,65000
11,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,62,80000
11,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","411011","411011","Fossil Fuel",2023,39,60000
95,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","472211","Sheet Metal Workers","Green",2023,40,43900
13,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2023,29,42900
13,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","519020","Crushing, Grinding, Polishing, Mixing, And Blending Workers","Fossil Fuel",2023,44,62000
11,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,46,160000
14,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","253041","253041","Fossil Fuel",2023,72,0
40,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","411011","411011","Fossil Fuel",2023,54,0
21,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,33,0
14,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,25,46000
7,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,25,0
10,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,62,104000
8,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,49,65000
22,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,38,2e+05
18,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,37,50000
12,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,58,3e+05
12,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,63,185000
13,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,63,80000
19,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,42,280000
11,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2023,54,120000
9,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,53,120000
24,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","411011","411011","Fossil Fuel",2023,39,38000
8,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","514041","Machinists","Green",2023,71,70000
21,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","113051","Industrial Production Managers","Green",2023,50,105000
18,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,31,80000
15,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,58,2e+05
16,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,40,52000
89,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,65,8600
30,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,54,0
8,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","119041","Architectural And Engineering Managers","Green",2023,47,250000
8,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,67,33300
7,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","411011","411011","Fossil Fuel",2023,48,75000
11,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,38,35000
51,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,32,5000
14,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2023,49,0
16,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,54,340000
16,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","411011","411011","Fossil Fuel",2023,37,39000
7,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,71,120000
13,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2023,54,150000
9,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","411011","411011","Fossil Fuel",2023,31,45000
9,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,48,70000
7,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","411011","411011","Fossil Fuel",2023,42,0
14,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","411011","411011","Fossil Fuel",2023,54,180000
6,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","514041","Machinists","Green",2023,69,35000
8,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,40,95000
11,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2023,60,150000
23,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172070","Electrical And Electronics Engineers","Green",2023,25,1e+05
11,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","472211","Sheet Metal Workers","Green",2023,29,112000
24,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,70,0
61,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","411011","411011","Fossil Fuel",2023,19,16000
12,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,67,70000
16,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","19204X","Geoscientists And Hydrologists, Except Geographers","Fossil Fuel",2023,74,0
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,60,127000
12,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","172051","Civil Engineers","Green",2023,77,0
18,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","518090","Miscellaneous Plant And System Operators","Green",2023,46,31000
48,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","411011","411011","Fossil Fuel",2023,44,70000
11,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1721YY","Other Engineers","Fossil Fuel",2023,73,0
8,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2023,47,135000
14,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,30,58000
14,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,78,0
17,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,68,0
10,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","172051","Civil Engineers","Green",2023,64,128000
14,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","411011","411011","Fossil Fuel",2023,39,17000
38,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","411011","411011","Fossil Fuel",2023,68,110000
28,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,39,70000
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","119041","Architectural And Engineering Managers","Green",2023,62,0
72,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,75,33000
12,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","113051","Industrial Production Managers","Green",2023,49,150000
24,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,61,183000
18,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,67,0
58,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","411011","411011","Fossil Fuel",2023,32,50000
14,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,44,140000
17,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","472211","Sheet Metal Workers","Green",2023,59,1e+05
12,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,59,0
11,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","518010","Power Plant Operators, Distributors, And Dispatchers","Green",2023,63,120000
21,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","113051","Industrial Production Managers","Green",2023,50,130000
15,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,60,0
16,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,26,1e+05
16,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","411011","411011","Fossil Fuel",2023,40,350000
7,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,29,140000
16,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,58,120000
13,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,27,50000
14,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","172141","Mechanical Engineers","Fossil Fuel",2023,29,93000
48,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,69,0
19,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","518090","Miscellaneous Plant And System Operators","Green",2023,32,67000
8,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","514041","Machinists","Green",2023,65,65000
10,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,56,85000
7,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","411011","411011","Fossil Fuel",2023,28,31000
12,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,32,81000
17,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,27,0
55,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","113071","Transportation, Storage, And Distribution Managers","Green",2023,30,36000
22,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,48,250000
6,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,65,684000
7,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","411011","411011","Fossil Fuel",2023,59,10000
14,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","411011","411011","Fossil Fuel",2023,66,0
11,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,68,50000
26,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2023,22,50000
11,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","411011","411011","Fossil Fuel",2023,60,44000
70,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,56,310000
12,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172141","Mechanical Engineers","Fossil Fuel",2023,64,150000
6,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","119041","Architectural And Engineering Managers","Green",2023,61,0
5,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","113071","Transportation, Storage, And Distribution Managers","Green",2023,60,73000
10,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,58,0
9,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2023,47,60000
24,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","472211","Sheet Metal Workers","Green",2023,35,20000
14,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","113071","Transportation, Storage, And Distribution Managers","Green",2023,41,65000
